number;scheduledTime;actualTime;status
Aeroflot+SU 3449;1636224000.0;1636224000.0;Canceled
Aeroflot+SU 3461;1636223700.0;1636223640.0;Departed
Air Europa+UX 3745;1636224900.0;1636225140.0;Departed
Air Europa+UX 3772;1636224000.0;1636223640.0;Departed
Virgin Atlantic+VS 5504;1636223700.0;1636223640.0;Departed
Virgin Atlantic+VS 5541;1636223700.0;1636224000.0;Departed
Virgin Atlantic+VS 5624;1636224900.0;1636225140.0;Departed
Virgin Atlantic+VS 5684;1636224000.0;1636223820.0;Departed
Virgin Atlantic+VS 5693;1636224600.0;1636224540.0;Departed
Virgin Atlantic+VS 5710;1636224000.0;1636223640.0;Departed
Virgin Atlantic+VS 5761;1636223700.0;1636224840.0;Departed
Virgin Atlantic+VS 5765;1636224600.0;1636224660.0;Departed
Virgin Atlantic+VS 5785;1636224000.0;1636224000.0;Departed
Virgin Atlantic+VS 5794;1636223700.0;1636224000.0;Departed
Virgin Atlantic+VS 6153;1636223100.0;1636226100.0;Departed
Oman Air+WY 5799;1636223700.0;1636224240.0;Departed
Air France+AF 3139;1636225200.0;1636225140.0;Departed
Air France+AF 3183;1636225200.0;1636226040.0;Departed
Air France+AF 3187;1636226700.0;1636228980.0;Departed
Air France+AF 3240;1636226700.0;1636226760.0;Departed
Air France+AF 8238;1636225200.0;1636225440.0;Departed
Air France+AF 8297;1636225800.0;1636225560.0;Departed
Air France+AF 8321;1636226400.0;1636226220.0;Departed
Virgin Atlantic+VS 5740;1636223700.0;1636224240.0;Departed
Aeromexico+AM 6516;1636225800.0;1636225680.0;Departed
Aeromexico+AM 6546;1636226700.0;1636226700.0;Departed
Aeromexico+AM 6602;1636226400.0;1636226460.0;Departed
Aerolineas Argentinas+AR 7801;1636226700.0;1636228980.0;Departed
EVA Air+BR 78;1636227000.0;1636227300.0;Departed
Air Baltic+BT 6020;1636227300.0;1636227360.0;Departed
Emirates+EK 9987;1636227000.0;1636226160.0;Departed
Etihad Airways+EY 5816;1636228200.0;1636227840.0;Departed
Etihad Airways+EY 5819;1636226700.0;1636226700.0;Departed
Etihad Airways+EY 5830;1636225800.0;1636225680.0;Departed
Etihad Airways+EY 5835;1636227300.0;1636227360.0;Departed
Etihad Airways+EY 7314;1636225800.0;1636225560.0;Departed
Etihad Airways+EY 7346;1636225800.0;1636225980.0;Departed
Etihad Airways+EY 7379;1636228500.0;1636228260.0;Departed
Etihad Airways+EY 7422;1636227300.0;1636227000.0;Departed
Etihad Airways+EY 7428;1636226400.0;1636226880.0;Departed
Aeromexico+AM 6522;1636225200.0;1636225200.0;Departed
Aeromexico+AM 6530;1636225500.0;1636225680.0;Departed
Gol+G3 5582;1636226400.0;1636226280.0;Departed
Gol+G3 5605;1636225200.0;1636225320.0;Departed
Gol+G3 5615;1636226100.0;1636226580.0;Departed
Gol+G3 5679;1636225800.0;1636225560.0;Departed
Korean Air+KE 6443;1636225800.0;1636225680.0;Departed
Gol+G3 5594;1636225200.0;1636225200.0;Departed
KLM+KL 839;1636225500.0;1636225500.0;CanceledUncertain
Kenya Airways+KQ 1139;1636225800.0;1636225680.0;Departed
Kenya Airways+KQ 1205;1636225800.0;1636225980.0;Departed
Kenya Airways+KQ 1293;1636227300.0;1636227360.0;Departed
Kenya Airways+KQ 1349;1636227300.0;1636227000.0;Departed
Kenya Airways+KQ 1419;1636226400.0;1636226220.0;Departed
Kenya Airways+KQ 965;1636228500.0;1636228260.0;Departed
Xiamen+MF 9317;1636225800.0;1636225680.0;Departed
Xiamen+MF 9341;1636226400.0;1636226640.0;Departed
Xiamen+MF 9345;1636226400.0;1636226280.0;Departed
Xiamen+MF 9371;1636226400.0;1636226460.0;Departed
Xiamen+MF 9613;1636226400.0;1636226880.0;Departed
Xiamen+MF 9621;1636226100.0;1636226580.0;Departed
Xiamen+MF 9659;1636228500.0;1636228260.0;Departed
Xiamen+MF 9679;1636227300.0;1636227360.0;Departed
Kenya Airways+KQ 1451;1636226400.0;1636226880.0;Departed
Kenya Airways+KQ 1551;1636227900.0;1636227480.0;Departed
Kenya Airways+KQ 1595;1636226400.0;1636226280.0;Departed
Kenya Airways+KQ 1637;1636226100.0;1636226580.0;Departed
Kenya Airways+KQ 1647;1636225200.0;1636225320.0;Departed
Xiamen+MF 9685;1636226400.0;1636226220.0;Departed
Xiamen+MF 9689;1636227300.0;1636227000.0;Departed
Xiamen+MF 9711;1636225200.0;1636225320.0;Departed
Xiamen+MF 9793;1636227900.0;1636227480.0;Departed
Xiamen+MF 9911;1636225500.0;1636226100.0;Departed
Xiamen+MF 9949;1636226700.0;1636226700.0;Departed
Martinair+MP 8561;1636227000.0;1636227540.0;Departed
China Eastern+MU 1561;1636226400.0;1636226220.0;Departed
China Eastern+MU 1577;1636226400.0;1636226460.0;Departed
China Eastern+MU 1591;1636225500.0;1636225680.0;Departed
China Eastern+MU 1631;1636226700.0;1636226700.0;Departed
China Eastern+MU 1635;1636227900.0;1636227480.0;Departed
China Eastern+MU 1643;1636228500.0;1636228260.0;Departed
Kenya Airways+KQ 1775;1636226400.0;1636226460.0;Departed
Xiamen+MF 9731;1636226400.0;1636226340.0;Departed
Xiamen+MF 9739;1636225500.0;1636225680.0;Departed
Xiamen+MF 9751;1636225200.0;1636225200.0;Departed
China Eastern+MU 1651;1636226400.0;1636226880.0;Departed
China Eastern+MU 1783;1636225200.0;1636225200.0;CanceledUncertain
UIA+PS 9443;1636227300.0;1636227360.0;Departed
Qatar Airways+QR 8101;1636227000.0;1636226100.0;Departed
Aeroflot+SU 3213;1636225200.0;1636225440.0;Departed
Aeroflot+SU 3223;1636226400.0;1636226880.0;Departed
Aeroflot+SU 3241;1636225200.0;1636225320.0;Departed
Aeroflot+SU 3257;1636227300.0;1636227000.0;Departed
Aeroflot+SU 3273;1636228200.0;1636227840.0;Departed
Aeroflot+SU 3280;1636226400.0;1636226640.0;Departed
Aeroflot+SU 3297;1636226700.0;1636226700.0;Departed
Aeroflot+SU 3311;1636227300.0;1636227360.0;Departed
Aeroflot+SU 3321;1636226700.0;1636226700.0;Departed
Aeroflot+SU 3353;1636227900.0;1636227480.0;Departed
Aeroflot+SU 3367;1636226400.0;1636226220.0;Departed
Aeroflot+SU 3375;1636226700.0;1636226760.0;Departed
Aeroflot+SU 3401;1636228500.0;1636228260.0;Departed
Aeroflot+SU 3435;1636225800.0;1636225980.0;Departed
Aeroflot+SU 3463;1636225800.0;1636225560.0;Departed
Air Europa+UX 3747;1636225200.0;1636225140.0;Departed
Air Europa+UX 3750;1636227000.0;1636226400.0;Departed
Air Europa+UX 3774;1636225800.0;1636225680.0;Departed
Air Europa+UX 3789;1636226700.0;1636226760.0;Departed
China Eastern+MU 1806;1636227300.0;1636227360.0;Departed
China Eastern+MU 1807;1636227300.0;1636227300.0;CanceledUncertain
China Eastern+MU 1814;1636226400.0;1636226280.0;Departed
China Eastern+MU 1815;1636226400.0;1636226400.0;CanceledUncertain
China Eastern+MU 1818;1636226100.0;1636226580.0;Departed
China Eastern+MU 1819;1636226100.0;1636226100.0;CanceledUncertain
China Eastern+MU 1822;1636225200.0;1636225320.0;Departed
China Eastern+MU 1836;1636227900.0;1636227960.0;Departed
Virgin Atlantic+VS 5525;1636226700.0;1636226760.0;Departed
Virgin Atlantic+VS 5529;1636226400.0;1636226220.0;Departed
Virgin Atlantic+VS 5612;1636225200.0;1636225440.0;Departed
Virgin Atlantic+VS 5640;1636227300.0;1636227000.0;Departed
Virgin Atlantic+VS 5656;1636225800.0;1636225680.0;Departed
Virgin Atlantic+VS 5664;1636226400.0;1636226340.0;Departed
Virgin Atlantic+VS 5681;1636226400.0;1636226460.0;Departed
Virgin Atlantic+VS 5705;1636225500.0;1636225680.0;Departed
Virgin Atlantic+VS 5721;1636225200.0;1636225140.0;Departed
Virgin Atlantic+VS 5775;1636225800.0;1636225980.0;Departed
Virgin Atlantic+VS 5801;1636227000.0;1636226400.0;Departed
Virgin Atlantic+VS 6943;1636226400.0;1636226880.0;Departed
Virgin Atlantic+VS 7014;1636228200.0;1636227840.0;Departed
Virgin Atlantic+VS 7053;1636226700.0;1636226700.0;Departed
Virgin Atlantic+VS 7058;1636227900.0;1636227480.0;Departed
Virgin Atlantic+VS 7063;1636228500.0;1636228260.0;Departed
Silk Way West+7L 208;1636228800.0;1636225200.0;Departed
EasyJet Europe+EC 9069;1636228800.0;1636227240.0;Departed
KLM+KL 1733;1636227900.0;1636227960.0;Departed
Kenya Airways+KQ 1733;1636227900.0;1636227960.0;Departed
Garuda Indonesia+GA 9260;1636227900.0;1636227960.0;Departed
Aeromexico+AM 6542;1636227900.0;1636227960.0;Departed
Air France+AF 3154;1636227900.0;1636227960.0;Departed
Xiamen+MF 9715;1636227900.0;1636227960.0;Departed
China Eastern+MU 1837;1636227900.0;1636227960.0;Departed
Virgin Atlantic+VS 5509;1636227900.0;1636227960.0;Departed
KLM+KL 1775;1636226400.0;1636226460.0;Departed
KLM+KL 1789;1636224000.0;1636223640.0;Departed
KLM+KL 1863;1636226400.0;1636226340.0;Departed
KLM+KL 1835;1636224000.0;1636224000.0;Departed
KLM+KL 1799;1636223700.0;1636224240.0;Departed
KLM+KL 1915;1636225500.0;1636225680.0;Departed
Kenya Airways+KQ 1171;1636223700.0;1636223700.0;Departed
Xiamen+MF 9917;1636223700.0;1636223700.0;Departed
Etihad Airways+EY 7326;1636223700.0;1636223700.0;Departed
KLM+KL 1171;1636223700.0;1636223700.0;Departed
Air Europa+UX 3795;1636223700.0;1636223700.0;Departed
Virgin Atlantic+VS 5715;1636223700.0;1636223700.0;Departed
KLM+KL 1435;1636225200.0;1636225320.0;Departed
Xiamen+MF 9681;1636225200.0;1636225320.0;Departed
China Eastern+MU 1647;1636225200.0;1636225320.0;Departed
Virgin Atlantic+VS 6961;1636225200.0;1636225320.0;Departed
Kenya Airways+KQ 1435;1636225200.0;1636225320.0;Departed
Gol+G3 5608;1636223700.0;1636223460.0;Departed
KLM+KL 1033;1636223700.0;1636223460.0;Departed
Kenya Airways+KQ 1033;1636223700.0;1636223460.0;Departed
Xiamen+MF 9655;1636223700.0;1636223460.0;Departed
Virgin Atlantic+VS 7061;1636223700.0;1636223460.0;Departed
Air Baltic+BT 6030;1636225200.0;1636225320.0;Departed
KLM+KL 965;1636228500.0;1636228260.0;Departed
Etihad Airways+EY 7349;1636225200.0;1636225320.0;Departed
KLM+KL 1057;1636228200.0;1636227840.0;Departed
KLM+KL 1551;1636227900.0;1636227480.0;Departed
KLM+KL 1451;1636226400.0;1636226880.0;Departed
KLM+KL 1481;1636226700.0;1636226700.0;Departed
KLM+KL 1293;1636227300.0;1636227360.0;Departed
KLM+KL 939;1636226700.0;1636226700.0;Departed
Kenya Airways+KQ 939;1636226700.0;1636226700.0;Departed
Xiamen+MF 9758;1636226700.0;1636226700.0;Departed
Virgin Atlantic+VS 5519;1636226700.0;1636226700.0;Departed
Virgin Atlantic+VS 6970;1636227300.0;1636227360.0;Departed
Ryanair+FR 2999;1636227900.0;1636227720.0;Departed
Gol+G3 5566;1636226700.0;1636226700.0;Departed
KLM+KL 1139;1636225800.0;1636225680.0;Departed
KLM+KL 1349;1636227300.0;1636227000.0;Departed
KLM+KL 1337;1636225200.0;1636225440.0;Departed
KLM+KL 1749;1636226700.0;1636226760.0;Departed
KLM+KL 1151;1636223700.0;1636224840.0;Departed
KLM+KL 1193;1636225800.0;1636225560.0;Departed
KLM+KL 1177;1636224000.0;1636224000.0;Canceled
KLM+KL 1205;1636225800.0;1636225980.0;Departed
KLM+KL 1923;1636224000.0;1636223820.0;Departed
KLM+KL 1999;1636225200.0;1636225140.0;Departed
KLM+KL 1121;1636224900.0;1636225140.0;Departed
KLM+KL 1163;1636224600.0;1636224540.0;Departed
KLM+KL 1369;1636227000.0;1636226400.0;Departed
KLM+KL 1939;1636225200.0;1636226040.0;Departed
KLM+KL 1501;1636223700.0;1636224000.0;Departed
KLM+KL 1419;1636226400.0;1636226220.0;Departed
KLM+KL 1319;1636223700.0;1636223640.0;Departed
Air France+AF 1441;1636223100.0;1636226100.0;Departed
KLM+KL 1263;1636223700.0;1636224000.0;Departed
Air France+AF 8345;1636226400.0;1636226640.0;Departed
China Eastern+MU 1789;1636226400.0;1636226400.0;Expected
Gol+G3 5592;1636226400.0;1636226640.0;Departed
KLM+KL 1991;1636226400.0;1636226640.0;Departed
Kenya Airways+KQ 1991;1636226400.0;1636226640.0;Departed
Virgin Atlantic+VS 5626;1636224900.0;1636224720.0;Departed
KLM+KL 1581;1636224900.0;1636224720.0;Departed
Xiamen+MF 9761;1636224900.0;1636224720.0;Departed
KLM+KL 1637;1636226100.0;1636226580.0;Departed
KLM+KL 1981;1636225500.0;1636226100.0;Departed
KLM+KL 1595;1636226400.0;1636226280.0;Departed
KLM+KL 1659;1636223700.0;1636223820.0;Departed
Vueling+VY 6293;1636224900.0;1636225260.0;Departed
KLM+KL 1647;1636225200.0;1636225320.0;Departed
Aeromexico+AM 6558;1636224900.0;1636224840.0;Departed
KLM+KL 1849;1636224900.0;1636224840.0;Departed
Xiamen+MF 9729;1636224900.0;1636224840.0;Departed
Garuda Indonesia+GA 9520;1636224900.0;1636224840.0;Departed
KLM+KL 1359;1636224600.0;1636224660.0;Departed
KLM+KL 461;1636224900.0;1636224960.0;Departed
TAP Air Portugal+TP 671;1636214400.0;1636224180.0;Departed
Delta Air Lines+DL 9486;1636223700.0;1636224000.0;Departed
KLM+KL 1715;1636223700.0;1636224000.0;Departed
Virgin Atlantic+VS 5755;1636223700.0;1636224000.0;Departed
Korean Air+KE 6411;1636225800.0;1636225620.0;Departed
Aeromexico+AM 6520;1636225800.0;1636225620.0;Departed
Gol+G3 5601;1636225800.0;1636225620.0;Departed
China Eastern+MU 1787;1636225800.0;1636225800.0;Expected
KLM+KL 1379;1636224300.0;1636224300.0;Canceled
Xiamen+MF 9745;1636225800.0;1636225620.0;Departed
KLM+KL 1937;1636225800.0;1636225620.0;Departed
KLM+KL 1969;1636225200.0;1636225200.0;Departed
KLM+KL 1899;1636223700.0;1636223760.0;Departed
Pegasus+PC 1254;1636198200.0;1636225200.0;Delayed
KLM+KL 1387;1636223700.0;1636224360.0;Departed
UIA+PS 9387;1636223700.0;1636224360.0;Departed
KLM+KL 855;1636225800.0;1636226460.0;Departed
KLM+KL 701;1636226700.0;1636228980.0;Departed
KLM+KL 905;1636224300.0;1636224720.0;Departed
Aeroflot+SU 3206;1636224300.0;1636224720.0;Departed
KLM+KL 819;1636226400.0;1636226400.0;GateClosed
KLM+KL 803;1636224600.0;1636224720.0;Departed
KLM+KL 833;1636224000.0;1636227600.0;Departed
Avianca Cargo+QT 4048;1633791600.0;1633807380.0;Departed
Garuda Indonesia+GA 9992;1636143900.0;1636143900.0;Departed
KLM+KL 8990;1636143900.0;1636143900.0;Departed
El Al+LY 8201;1636143900.0;1636143900.0;Departed
NSZ+NSZ 5YD;1636143540.0;1636143540.0;Departed
CSA+OK 3126;1636143900.0;1636143900.0;Departed
Aeroflot+SU 4408;1636143900.0;1636143900.0;Departed
Gulf Air+GF 6050;1636146300.0;1636145460.0;Departed
Pakistan International+PK 5956;1636146300.0;1636145460.0;Departed
EAT Leipzig+QY 1239;1636146600.0;1636146720.0;Departed
easyJet+U2 6924;1636138500.0;1636146720.0;Departed
Aeromexico+AM 26;1636143900.0;1636143900.0;Departed
Turkish+TK 1956;1636146300.0;1636145460.0;Departed
Air France+AF 3230;1636803900.0;1636804020.0;Departed
Air France+AF 3236;1636802100.0;1636802400.0;Departed
Air France+AF 6696;1636801500.0;1636801740.0;Departed
Air France+AF 6698;1636803300.0;1636803240.0;Departed
Iberia+IB 31;1636799400.0;1636802160.0;Departed
Delta Air Lines+DL 9382;1636800900.0;1636801680.0;Departed
Air France+AF 3159;1636800900.0;1636801680.0;Departed
Finnair+AY 4133;1636801500.0;1636802340.0;Departed
British Airways+BA 1630;1636801500.0;1636802340.0;Departed
Air Baltic+BT 5721;1636804200.0;1636804200.0;GateClosed
Air China LTD+CA 1034;1636803900.0;1636802820.0;Departed
Air China Cargo+CAO 1034;1636803900.0;1636802820.0;Departed
Corendon Dutch+CD 1960;1636801800.0;1636801860.0;Departed
China+CI 9483;1636803900.0;1636804020.0;Departed
China Southern+CZ 1356;1636801800.0;1636801980.0;Departed
China Southern+CZ 1375;1636803000.0;1636804500.0;Departed
Delta Air Lines+DL 137;1636801200.0;1636801200.0;CanceledUncertain
Delta Air Lines+DL 8183;1636802100.0;1636802400.0;Departed
Delta Air Lines+DL 9485;1636803900.0;1636804020.0;Departed
Delta Air Lines+DL 9554;1636801800.0;1636801980.0;Departed
Emirates+EK 9758;1636803000.0;1636803840.0;Departed
Emirates+EK 9914;1636803000.0;1636803180.0;Departed
Etihad Airways+EY 7339;1636803000.0;1636804500.0;Departed
Virgin Atlantic+VS 6845;1636800900.0;1636801680.0;Departed
Delta Air Lines+DL 8512;1636804500.0;1636804500.0;GateClosed
Delta Air Lines+DL 9348;1636803300.0;1636803240.0;Departed
Delta Air Lines+DL 9384;1636801500.0;1636801740.0;Departed
Gol+G3 5011;1636804500.0;1636804500.0;GateClosed
Garuda Indonesia+GA 9216;1636801800.0;1636801980.0;Departed
Garuda Indonesia+GA 9540;1636804500.0;1636804500.0;GateClosed
Iberia+IB 4862;1636801500.0;1636802340.0;Departed
JU+JU 7453;1636804200.0;1636804200.0;GateClosed
Gol+G3 8549;1636801800.0;1636801980.0;Departed
KLM+KL 2009;1636804500.0;1636804500.0;GateClosed
KLM+KL 3948;1636804200.0;1636804200.0;GateClosed
Air Malta+KM 2150;1636804200.0;1636804200.0;GateClosed
Xiamen+MF 9389;1636801800.0;1636801980.0;Departed
Xiamen+MF 9901;1636803900.0;1636804020.0;Departed
Malaysia+MH 5230;1636804200.0;1636804200.0;GateClosed
Air Mauritius+MK 9399;1636804500.0;1636804500.0;GateClosed
China Eastern+MU 1583;1636801800.0;1636801980.0;Departed
China Eastern+MU 1680;1636804500.0;1636804500.0;GateClosed
China Eastern+MU 1850;1636803900.0;1636804020.0;Departed
China Eastern+MU 1851;1636803900.0;1636803900.0;CanceledUncertain
Pakistan International+PK 4078;1636804200.0;1636804200.0;GateClosed
Aeroflot+SU 3371;1636802100.0;1636802400.0;Departed
Saudia+SV 6767;1636804200.0;1636804200.0;GateClosed
SriLankan+UL 2378;1636804200.0;1636804200.0;GateClosed
Air Austral+UU 8641;1636804500.0;1636804500.0;GateClosed
Virgin Atlantic+VS 5523;1636802100.0;1636802400.0;Departed
Virgin Atlantic+VS 5662;1636801800.0;1636801980.0;Departed
Virgin Atlantic+VS 5733;1636803000.0;1636804500.0;Departed
Virgin Atlantic+VS 5795;1636803900.0;1636804020.0;Departed
Virgin Atlantic+VS 6154;1636804500.0;1636804500.0;GateClosed
Virgin Atlantic+VS 6835;1636801500.0;1636801740.0;Departed
Virgin Atlantic+VS 6837;1636803300.0;1636803240.0;Departed
TAP Air Portugal+TP 6890;1636804200.0;1636804200.0;GateClosed
flynas+XY 3078;1636804200.0;1636804200.0;GateClosed
Delta Air Lines+DL 9310;1636804800.0;1636804800.0;GateClosed
Garuda Indonesia+GA 9774;1636804800.0;1636804800.0;GateClosed
Icelandair+FI 501;1636801500.0;1636801500.0;Boarding
Air France+AF 8264;1636802700.0;1636803180.0;Departed
Delta Air Lines+DL 9400;1636802700.0;1636803180.0;Departed
KLM+KL 691;1636802700.0;1636803180.0;Departed
Virgin Atlantic+VS 6864;1636802700.0;1636803180.0;Departed
Air Canada+AC 7223;1636804800.0;1636804800.0;Expected
KLM+KL 1857;1636801800.0;1636801980.0;Departed
Lufthansa+LH 2305;1636802700.0;1636802400.0;Departed
Etihad Airways+EY 7401;1636804800.0;1636804800.0;GateClosed
KLM+KL 1169;1636804800.0;1636804800.0;GateClosed
Kenya Airways+KQ 1169;1636804800.0;1636804800.0;GateClosed
Xiamen+MF 9915;1636804800.0;1636804800.0;GateClosed
Malaysia+MH 5701;1636804800.0;1636804800.0;GateClosed
Air Europa+UX 3793;1636804800.0;1636804800.0;GateClosed
Virgin Atlantic+VS 5714;1636804800.0;1636804800.0;GateClosed
KLM+KL 1741;1636802100.0;1636802400.0;Departed
Delta Air Lines+DL 7490;1636804800.0;1636804800.0;GateClosed
Transavia+HV 6671;1636804800.0;1636804800.0;GateClosed
KLM+KL 2534;1636804800.0;1636804800.0;GateClosed
American+AA 221;1636801500.0;1636802340.0;Departed
KLM+KL 651;1636801500.0;1636801740.0;Departed
KLM+KL 641;1636803300.0;1636803240.0;Departed
KLM+KL 611;1636800900.0;1636801680.0;Departed
Aerolineas Argentinas+AR 7817;1636803000.0;1636804500.0;Departed
Delta Air Lines+DL 9607;1636803000.0;1636804500.0;Departed
Gol+G3 5664;1636803000.0;1636804500.0;Departed
Garuda Indonesia+GA 9015;1636803000.0;1636804500.0;Departed
KLM+KL 1703;1636803000.0;1636804500.0;Departed
Kenya Airways+KQ 1703;1636803000.0;1636804500.0;Departed
Xiamen+MF 9709;1636803000.0;1636804500.0;Departed
UIA+PS 9403;1636803000.0;1636804500.0;Departed
KLM+KL 1503;1636803900.0;1636804020.0;Departed
Air France+AF 1641;1636804500.0;1636804500.0;GateClosed
TAP Air Portugal+TP 673;1636803600.0;1636803780.0;Departed
Corendon Air+XC 1960;1636801800.0;1636801860.0;Departed
Pegasus+PC 1254;1636803000.0;1636803480.0;Departed
Turkish+TK 7769;1636803300.0;1636803540.0;Departed
Etihad Airways+EY 78;1636804200.0;1636804200.0;GateClosed
TUIfly Netherlands+OR 393;1636800900.0;1636801380.0;Departed
KLM+KL 3096;1636801800.0;1636801740.0;Departed
UIA+PS 102;1636801800.0;1636801740.0;Departed
TAP Air Portugal+TP 8227;1636801800.0;1636801740.0;Departed
Singapore+SQ 7957;1636795200.0;1636802100.0;Delayed
AirBridgeCargo+RU 210;1635272100.0;1635279960.0;Departed
Martinair+MP 7121;1635279300.0;1635280620.0;Departed
EAT Leipzig+QY 1239;1635275400.0;1635276060.0;Departed
Transavia+HV 6881;1636431900.0;1636431900.0;CanceledUncertain
Transavia+HV 6331;1636432800.0;1636432860.0;Departed
Delta Air Lines+DL 7515;1636432800.0;1636432860.0;Departed
KLM+KL 2659;1636432800.0;1636432860.0;Departed
Transavia+HV 5951;1636432800.0;1636432920.0;Departed
Delta Air Lines+DL 7509;1636432800.0;1636432920.0;Departed
Transavia+HV 5685;1636432500.0;1636433100.0;Departed
Delta Air Lines+DL 7479;1636432500.0;1636433100.0;Departed
KLM+KL 2759;1636432500.0;1636433100.0;Departed
KLM+KL 1351;1636433400.0;1636433100.0;Departed
Delta Air Lines+DL 9532;1636433400.0;1636433100.0;Departed
Kenya Airways+KQ 1352;1636433400.0;1636433100.0;Departed
Virgin Atlantic+VS 5762;1636433400.0;1636433100.0;Departed
KLM+KL 1223;1636433400.0;1636433400.0;Boarding
KLM+KL 1721;1636433400.0;1636433400.0;GateClosed
Air France+AF 3146;1636433400.0;1636433400.0;GateClosed
Air France+AF 8223;1636433400.0;1636433400.0;Boarding
China Southern+CZ 1348;1636433400.0;1636433400.0;GateClosed
China Southern+CZ 1350;1636433400.0;1636433400.0;Boarding
Delta Air Lines+DL 9529;1636433400.0;1636433400.0;GateClosed
Delta Air Lines+DL 9540;1636433400.0;1636433400.0;Boarding
Kenya Airways+KQ 1223;1636433400.0;1636433400.0;Boarding
Kenya Airways+KQ 1721;1636433400.0;1636433400.0;GateClosed
Xiamen+MF 9773;1636433400.0;1636433400.0;Boarding
Xiamen+MF 9991;1636433400.0;1636433400.0;GateClosed
Malaysia+MH 5683;1636433400.0;1636433400.0;GateClosed
China Eastern+MU 1833;1636433400.0;1636433400.0;GateClosed
Virgin Atlantic+VS 5505;1636433400.0;1636433400.0;GateClosed
Virgin Atlantic+VS 5510;1636433400.0;1636433400.0;Boarding
KLM+KL 1597;1636433700.0;1636433400.0;Departed
China Southern+CZ 1358;1636433700.0;1636433400.0;Departed
Delta Air Lines+DL 9578;1636433700.0;1636433400.0;Departed
Kenya Airways+KQ 1597;1636433700.0;1636433400.0;Departed
Xiamen+MF 9718;1636433700.0;1636433400.0;Departed
Malaysia+MH 5679;1636433700.0;1636433400.0;Departed
China Eastern+MU 1809;1636433700.0;1636433400.0;Departed
Transavia+HV 6115;1636433400.0;1636433520.0;Departed
Delta Air Lines+DL 7481;1636433400.0;1636433520.0;Departed
KLM+KL 2649;1636433400.0;1636433520.0;Departed
Austrian+OS 378;1636434000.0;1636433640.0;Departed
KLM+KL 1105;1636433700.0;1636433700.0;GateClosed
China Southern+CZ 1341;1636433700.0;1636433700.0;GateClosed
Delta Air Lines+DL 9394;1636433700.0;1636433700.0;GateClosed
Etihad Airways+EY 7003;1636433700.0;1636433700.0;GateClosed
Korean Air+KE 6419;1636433700.0;1636433700.0;GateClosed
Kenya Airways+KQ 1105;1636433700.0;1636433700.0;GateClosed
Xiamen+MF 9965;1636433700.0;1636433700.0;GateClosed
Malaysia+MH 5695;1636433700.0;1636433700.0;GateClosed
China Eastern+MU 1799;1636433700.0;1636433700.0;GateClosed
Virgin Atlantic+VS 5619;1636433700.0;1636433700.0;GateClosed
TAP Air Portugal+TP 669;1636434000.0;1636433760.0;Departed
British Airways+BA 8452;1636434300.0;1636433760.0;Departed
Alitalia+AZ 123;1636434000.0;1636434000.0;Unknown
Transavia+HV 5215;1636434000.0;1636434000.0;GateClosed
Transavia+HV 6507;1636434000.0;1636434000.0;GateClosed
Lufthansa+LH 2311;1636434000.0;1636434000.0;GateClosed
Vietnam+VN 5020;1636434000.0;1636434000.0;Expected
Vueling+VY 8311;1636434000.0;1636434000.0;Boarding
Delta Air Lines+DL 7494;1636434000.0;1636434000.0;GateClosed
KLM+KL 2567;1636434000.0;1636434000.0;GateClosed
Xiamen+MF 9377;1636868700.0;1636870020.0;Departed
China Eastern+MU 1593;1636868700.0;1636870020.0;Departed
UIA+PS 9491;1636868700.0;1636870020.0;Departed
Virgin Atlantic+VS 5736;1636868700.0;1636870020.0;Departed
Air France+AF 8229;1636870200.0;1636870260.0;Departed
China Southern+CZ 1343;1636869900.0;1636869900.0;Departed
China Southern+CZ 1352;1636870200.0;1636870260.0;Departed
China Southern+CZ 1357;1636870200.0;1636870320.0;Departed
China Southern+CZ 1368;1636871400.0;1636870800.0;Departed
China Southern+CZ 7647;1636871400.0;1636871160.0;Departed
Delta Air Lines+DL 7491;1636872300.0;1636872120.0;Departed
Delta Air Lines+DL 7504;1636870800.0;1636871100.0;Departed
Delta Air Lines+DL 8198;1636870200.0;1636870260.0;Departed
Delta Air Lines+DL 9332;1636871700.0;1636871040.0;Departed
Delta Air Lines+DL 9403;1636872900.0;1636872660.0;Departed
Delta Air Lines+DL 9561;1636871400.0;1636870800.0;Departed
Delta Air Lines+DL 9569;1636871400.0;1636871160.0;Departed
Delta Air Lines+DL 9570;1636869900.0;1636869900.0;Departed
Delta Air Lines+DL 9632;1636870200.0;1636870320.0;Departed
Delta Air Lines+DL 9660;1636869900.0;1636870020.0;Departed
Etihad Airways+EY 7319;1636871400.0;1636870800.0;Departed
Etihad Airways+EY 7388;1636871700.0;1636871040.0;Departed
Etihad Airways+EY 7407;1636870200.0;1636870320.0;Departed
Etihad Airways+EY 7409;1636869900.0;1636870020.0;Departed
Garuda Indonesia+GA 9240;1636870200.0;1636870260.0;Departed
Garuda Indonesia+GA 9756;1636869900.0;1636869900.0;Departed
Gulf Air+GF 5201;1636871400.0;1636871160.0;Departed
Korean Air+KE 6427;1636869900.0;1636869900.0;Departed
Korean Air+KE 6435;1636871400.0;1636870800.0;Departed
China Southern+CZ 1379;1636868700.0;1636870020.0;Departed
Delta Air Lines+DL 9563;1636868700.0;1636870020.0;Departed
