number,scheduledTime,actualTime,status
MF 9743,2021-10-12 15:00+02:00,2021-10-12 15:03+02:00,Departed
BA 433,2021-10-12 15:05+02:00,2021-10-12 16:07+02:00,Departed
VY 8303,2021-10-12 15:10+02:00,2021-10-12 15:26+02:00,Departed
HV 6123,2021-10-12 15:10+02:00,2021-10-12 15:39+02:00,Departed
DL 7509,2021-10-12 15:10+02:00,2021-10-12 15:39+02:00,Departed
KL 2605,2021-10-12 15:10+02:00,2021-10-12 15:39+02:00,Departed
HV 145,2021-10-12 15:10+02:00,2021-10-12 15:58+02:00,Departed
XQ 723,2021-10-12 15:10+02:00,2021-10-12 16:12+02:00,Departed
HV 145,2021-10-12 15:10+02:00,2021-10-12 15:10+02:00,Boarding
HV 6123,2021-10-12 15:10+02:00,2021-10-12 15:10+02:00,Boarding
VY 8303,2021-10-12 15:10+02:00,2021-10-12 15:10+02:00,Boarding
XQ 723,2021-10-12 15:10+02:00,2021-10-12 15:10+02:00,Expected
DL 7509,2021-10-12 15:10+02:00,2021-10-12 15:10+02:00,Boarding
KL 2605,2021-10-12 15:10+02:00,2021-10-12 15:10+02:00,Boarding
AHO 438W,2021-10-12 15:10+02:00,2021-10-12 15:10+02:00,Departed
VJT 861,2021-10-12 15:12+02:00,2021-10-12 15:12+02:00,Departed
KL 1189,2021-10-12 15:15+02:00,2021-10-12 15:20+02:00,Departed
AF 8295,2021-10-12 15:15+02:00,2021-10-12 15:20+02:00,Departed
AZ 3794,2021-10-12 15:15+02:00,2021-10-12 15:20+02:00,Departed
DL 9588,2021-10-12 15:15+02:00,2021-10-12 15:20+02:00,Departed
EY 5810,2021-10-12 15:15+02:00,2021-10-12 15:20+02:00,Departed
G3 8635,2021-10-12 15:15+02:00,2021-10-12 15:20+02:00,Departed
SU 3465,2021-10-12 15:15+02:00,2021-10-12 15:20+02:00,Departed
KL 1961,2021-10-12 15:15+02:00,2021-10-12 15:12+02:00,Departed
DL 9621,2021-10-12 15:15+02:00,2021-10-12 15:12+02:00,Departed
G3 5584,2021-10-12 15:15+02:00,2021-10-12 15:12+02:00,Departed
MF 9749,2021-10-12 15:15+02:00,2021-10-12 15:12+02:00,Departed
WY 5964,2021-10-12 15:15+02:00,2021-10-12 15:12+02:00,Departed
KL 1189,2021-10-12 15:15+02:00,2021-10-12 15:15+02:00,Boarding
AF 8295,2021-10-12 15:15+02:00,2021-10-12 15:15+02:00,Boarding
AZ 3794,2021-10-12 15:15+02:00,2021-10-12 15:15+02:00,Boarding
DL 9588,2021-10-12 15:15+02:00,2021-10-12 15:15+02:00,Boarding
EY 5810,2021-10-12 15:15+02:00,2021-10-12 15:15+02:00,Boarding
G3 8635,2021-10-12 15:15+02:00,2021-10-12 15:15+02:00,Boarding
SU 3465,2021-10-12 15:15+02:00,2021-10-12 15:15+02:00,Boarding
EK 148,2021-10-12 15:20+02:00,2021-10-12 15:17+02:00,Departed
KL 1995,2021-10-12 15:20+02:00,2021-10-12 15:20+02:00,Departed
AF 8255,2021-10-12 15:20+02:00,2021-10-12 15:20+02:00,Departed
DL 9651,2021-10-12 15:20+02:00,2021-10-12 15:20+02:00,Departed
VS 5719,2021-10-12 15:20+02:00,2021-10-12 15:20+02:00,Departed
KL 1829,2021-10-12 15:20+02:00,2021-10-12 15:23+02:00,Departed
DL 9324,2021-10-12 15:20+02:00,2021-10-12 15:23+02:00,Departed
PS 9497,2021-10-12 15:20+02:00,2021-10-12 15:23+02:00,Departed
VS 5782,2021-10-12 15:20+02:00,2021-10-12 15:23+02:00,Departed
KL 1843,2021-10-12 15:20+02:00,2021-10-12 15:27+02:00,Departed
DL 9237,2021-10-12 15:20+02:00,2021-10-12 15:27+02:00,Departed
KL 1131,2021-10-12 15:20+02:00,2021-10-12 15:27+02:00,Departed
AZ 2914,2021-10-12 15:20+02:00,2021-10-12 15:27+02:00,Departed
DL 9536,2021-10-12 15:20+02:00,2021-10-12 15:27+02:00,Departed
EY 7390,2021-10-12 15:20+02:00,2021-10-12 15:27+02:00,Departed
G3 5654,2021-10-12 15:20+02:00,2021-10-12 15:27+02:00,Departed
GA 9758,2021-10-12 15:20+02:00,2021-10-12 15:27+02:00,Departed
MF 9667,2021-10-12 15:20+02:00,2021-10-12 15:27+02:00,Departed
PS 9428,2021-10-12 15:20+02:00,2021-10-12 15:27+02:00,Departed
VS 5653,2021-10-12 15:20+02:00,2021-10-12 15:27+02:00,Departed
KL 735,2021-10-12 15:20+02:00,2021-10-12 15:32+02:00,Departed
U2 2160,2021-10-12 15:30+02:00,2021-10-12 15:30+02:00,Canceled
DL 9635,2021-10-12 15:35+02:00,2021-10-12 15:33+02:00,Departed
EY 7303,2021-10-12 15:35+02:00,2021-10-12 15:33+02:00,Departed
G3 5528,2021-10-12 15:35+02:00,2021-10-12 15:33+02:00,Departed
MF 9950,2021-10-12 15:35+02:00,2021-10-12 15:33+02:00,Departed
SU 3319,2021-10-12 15:35+02:00,2021-10-12 15:33+02:00,Departed
VS 6974,2021-10-12 15:35+02:00,2021-10-12 15:33+02:00,Departed
HV 6703,2021-10-12 15:35+02:00,2021-10-12 15:42+02:00,Departed
KL 1797,2021-10-12 15:35+02:00,2021-10-12 15:43+02:00,Departed
DL 9565,2021-10-12 15:35+02:00,2021-10-12 15:43+02:00,Departed
GA 9230,2021-10-12 15:35+02:00,2021-10-12 15:43+02:00,Departed
MF 9721,2021-10-12 15:35+02:00,2021-10-12 15:43+02:00,Departed
PS 9445,2021-10-12 15:35+02:00,2021-10-12 15:43+02:00,Departed
VS 5739,2021-10-12 15:35+02:00,2021-10-12 15:43+02:00,Departed
WY 5457,2021-10-12 15:35+02:00,2021-10-12 15:43+02:00,Departed
KL 1477,2021-10-12 15:35+02:00,2021-10-12 15:33+02:00,Departed
KL 1623,2021-10-12 15:35+02:00,2021-10-12 16:32+02:00,Departed
DL 9227,2021-10-12 15:35+02:00,2021-10-12 16:32+02:00,Departed
MF 9173,2021-10-12 15:35+02:00,2021-10-12 16:32+02:00,Departed
LH 2305,2021-10-12 15:40+02:00,2021-10-12 15:42+02:00,Departed
ET 1454,2021-10-12 15:40+02:00,2021-10-12 16:35+02:00,Departed
TP 7010,2021-10-12 15:40+02:00,2021-10-12 16:35+02:00,Departed
MS 758,2021-10-12 15:40+02:00,2021-10-12 16:35+02:00,Departed
N2 75DJ,2021-10-12 15:42+02:00,2021-10-12 15:42+02:00,Departed
OR 531,2021-10-12 15:50+02:00,2021-10-12 15:56+02:00,Departed
IXR 812,2021-10-12 15:51+02:00,2021-10-12 15:51+02:00,Departed
KL 1921,2021-10-12 15:55+02:00,2021-10-12 15:52+02:00,Departed
DL 8185,2021-10-12 15:55+02:00,2021-10-12 15:52+02:00,Departed
VS 5683,2021-10-12 15:55+02:00,2021-10-12 15:52+02:00,Departed
KL 1021,2021-10-12 15:55+02:00,2021-10-12 15:58+02:00,Departed
G3 5530,2021-10-12 15:55+02:00,2021-10-12 15:58+02:00,Departed
GA 9236,2021-10-12 15:55+02:00,2021-10-12 15:58+02:00,Departed
MF 9929,2021-10-12 15:55+02:00,2021-10-12 15:58+02:00,Departed
VS 6998,2021-10-12 15:55+02:00,2021-10-12 15:58+02:00,Departed
NJE 370Y,2021-10-12 15:55+02:00,2021-10-12 15:55+02:00,Departed
KL 937,2021-10-12 16:00+02:00,2021-10-12 15:58+02:00,Departed
DL 9428,2021-10-12 16:00+02:00,2021-10-12 15:58+02:00,Departed
G3 5565,2021-10-12 16:00+02:00,2021-10-12 15:58+02:00,Departed
KQ 937,2021-10-12 16:00+02:00,2021-10-12 15:58+02:00,Departed
MF 9997,2021-10-12 16:00+02:00,2021-10-12 15:58+02:00,Departed
SU 3295,2021-10-12 16:00+02:00,2021-10-12 15:58+02:00,Departed
VS 5518,2021-10-12 16:00+02:00,2021-10-12 15:58+02:00,Departed
KL 1417,2021-10-12 16:00+02:00,2021-10-12 15:59+02:00,Departed
AF 8291,2021-10-12 16:00+02:00,2021-10-12 15:59+02:00,Departed
DL 9515,2021-10-12 16:00+02:00,2021-10-12 15:59+02:00,Departed
KQ 1417,2021-10-12 16:00+02:00,2021-10-12 15:59+02:00,Departed
PS 9441,2021-10-12 16:00+02:00,2021-10-12 15:59+02:00,Departed
SU 3365,2021-10-12 16:00+02:00,2021-10-12 15:59+02:00,Departed
VS 5528,2021-10-12 16:00+02:00,2021-10-12 15:59+02:00,Departed
EC 4559,2021-10-12 16:00+02:00,2021-10-12 16:09+02:00,Departed
HBIGV,2021-10-12 16:03+02:00,2021-10-12 16:03+02:00,Departed
PHSFF,2021-10-12 16:07+02:00,2021-10-12 16:07+02:00,Departed
EC 7953,2021-10-12 16:10+02:00,2021-10-12 16:06+02:00,Departed
KL 1449,2021-10-12 16:10+02:00,2021-10-12 16:21+02:00,Departed
DL 9476,2021-10-12 16:10+02:00,2021-10-12 16:21+02:00,Departed
EY 5822,2021-10-12 16:10+02:00,2021-10-12 16:21+02:00,Departed
G3 5534,2021-10-12 16:10+02:00,2021-10-12 16:21+02:00,Departed
KQ 1449,2021-10-12 16:10+02:00,2021-10-12 16:21+02:00,Departed
MF 9156,2021-10-12 16:10+02:00,2021-10-12 16:21+02:00,Departed
SU 3221,2021-10-12 16:10+02:00,2021-10-12 16:21+02:00,Departed
VS 6954,2021-10-12 16:10+02:00,2021-10-12 16:21+02:00,Departed
KL 1161,2021-10-12 16:10+02:00,2021-10-12 16:25+02:00,Departed
DL 9679,2021-10-12 16:10+02:00,2021-10-12 16:25+02:00,Departed
EY 5807,2021-10-12 16:10+02:00,2021-10-12 16:25+02:00,Departed
G3 5657,2021-10-12 16:10+02:00,2021-10-12 16:25+02:00,Departed
MF 9789,2021-10-12 16:10+02:00,2021-10-12 16:25+02:00,Departed
MH 5699,2021-10-12 16:10+02:00,2021-10-12 16:25+02:00,Departed
SU 3331,2021-10-12 16:10+02:00,2021-10-12 16:25+02:00,Departed
VS 5692,2021-10-12 16:10+02:00,2021-10-12 16:25+02:00,Departed
KL 1183,2021-10-12 16:15+02:00,2021-10-12 16:14+02:00,Departed
AF 5198,2021-10-12 16:15+02:00,2021-10-12 16:14+02:00,Departed
DL 8216,2021-10-12 16:15+02:00,2021-10-12 16:14+02:00,Departed
G3 5660,2021-10-12 16:15+02:00,2021-10-12 16:14+02:00,Departed
KL 1289,2021-10-12 16:15+02:00,2021-10-12 16:18+02:00,Departed
DL 9549,2021-10-12 16:15+02:00,2021-10-12 16:18+02:00,Departed
EY 5847,2021-10-12 16:15+02:00,2021-10-12 16:18+02:00,Departed
G3 5546,2021-10-12 16:15+02:00,2021-10-12 16:18+02:00,Departed
KQ 1289,2021-10-12 16:15+02:00,2021-10-12 16:18+02:00,Departed
MF 9157,2021-10-12 16:15+02:00,2021-10-12 16:18+02:00,Departed
SU 3309,2021-10-12 16:15+02:00,2021-10-12 16:18+02:00,Departed
VS 6969,2021-10-12 16:15+02:00,2021-10-12 16:18+02:00,Departed
MH 9766,2021-10-12 16:15+02:00,2021-10-12 16:22+02:00,Departed
UL 3520,2021-10-12 16:15+02:00,2021-10-12 16:22+02:00,Departed
QR 274,2021-10-12 16:15+02:00,2021-10-12 16:22+02:00,Departed
KL 1335,2021-10-12 16:20+02:00,2021-10-12 16:20+02:00,Departed
DL 9511,2021-10-12 16:20+02:00,2021-10-12 16:20+02:00,Departed
MF 9771,2021-10-12 16:20+02:00,2021-10-12 16:20+02:00,Departed
SU 3211,2021-10-12 16:20+02:00,2021-10-12 16:20+02:00,Departed
VS 5611,2021-10-12 16:20+02:00,2021-10-12 16:20+02:00,Departed
KL 1357,2021-10-12 16:20+02:00,2021-10-12 16:22+02:00,Departed
DL 9637,2021-10-12 16:20+02:00,2021-10-12 16:22+02:00,Departed
GA 9532,2021-10-12 16:20+02:00,2021-10-12 16:22+02:00,Departed
KQ 1357,2021-10-12 16:20+02:00,2021-10-12 16:22+02:00,Departed
OK 4625,2021-10-12 16:20+02:00,2021-10-12 16:22+02:00,Departed
VS 5764,2021-10-12 16:20+02:00,2021-10-12 16:22+02:00,Departed
EY 7392,2021-10-12 16:20+02:00,2021-10-12 16:24+02:00,Departed
G3 5540,2021-10-12 16:20+02:00,2021-10-12 16:24+02:00,Departed
KQ 963,2021-10-12 16:20+02:00,2021-10-12 16:24+02:00,Departed
MF 9939,2021-10-12 16:20+02:00,2021-10-12 16:24+02:00,Departed
SU 3399,2021-10-12 16:20+02:00,2021-10-12 16:24+02:00,Departed
VS 7051,2021-10-12 16:20+02:00,2021-10-12 16:24+02:00,Departed
KL 1203,2021-10-12 16:20+02:00,2021-10-12 16:24+02:00,Departed
AZ 3756,2021-10-12 16:20+02:00,2021-10-12 16:24+02:00,Departed
DL 9594,2021-10-12 16:20+02:00,2021-10-12 16:24+02:00,Departed
EY 5809,2021-10-12 16:20+02:00,2021-10-12 16:24+02:00,Departed
G3 5674,2021-10-12 16:20+02:00,2021-10-12 16:24+02:00,Departed
KQ 1203,2021-10-12 16:20+02:00,2021-10-12 16:24+02:00,Departed
SU 3433,2021-10-12 16:20+02:00,2021-10-12 16:24+02:00,Departed
VS 5774,2021-10-12 16:20+02:00,2021-10-12 16:24+02:00,Departed
HV 6867,2021-10-12 16:20+02:00,2021-10-12 16:30+02:00,Departed
KL 963,2021-10-12 16:20+02:00,2021-10-12 16:24+02:00,Departed
PC 1254,2021-10-12 16:20+02:00,2021-10-12 16:36+02:00,Departed
RU 266,2021-10-12 16:25+02:00,2021-10-12 16:14+02:00,Departed
KL 1875,2021-10-12 16:25+02:00,2021-10-12 16:19+02:00,Departed
AM 6652,2021-10-12 16:25+02:00,2021-10-12 16:19+02:00,Departed
DL 8193,2021-10-12 16:25+02:00,2021-10-12 16:19+02:00,Departed
MF 9981,2021-10-12 16:25+02:00,2021-10-12 16:19+02:00,Departed
VS 5769,2021-10-12 16:25+02:00,2021-10-12 16:19+02:00,Departed
KL 1209,2021-10-12 16:25+02:00,2021-10-12 16:31+02:00,Departed
AZ 3846,2021-10-12 16:25+02:00,2021-10-12 16:31+02:00,Departed
DL 9329,2021-10-12 16:25+02:00,2021-10-12 16:31+02:00,Departed
G3 5670,2021-10-12 16:25+02:00,2021-10-12 16:31+02:00,Departed
VS 5723,2021-10-12 16:25+02:00,2021-10-12 16:31+02:00,Departed
KL 1079,2021-10-12 16:25+02:00,2021-10-12 16:34+02:00,Departed
AM 6511,2021-10-12 16:25+02:00,2021-10-12 16:34+02:00,Departed
DL 9214,2021-10-12 16:25+02:00,2021-10-12 16:34+02:00,Departed
G3 5508,2021-10-12 16:25+02:00,2021-10-12 16:34+02:00,Departed
GA 9760,2021-10-12 16:25+02:00,2021-10-12 16:34+02:00,Departed
KQ 1079,2021-10-12 16:25+02:00,2021-10-12 16:34+02:00,Departed
MF 9937,2021-10-12 16:25+02:00,2021-10-12 16:34+02:00,Departed
PS 9493,2021-10-12 16:25+02:00,2021-10-12 16:34+02:00,Departed
SU 3383,2021-10-12 16:25+02:00,2021-10-12 16:34+02:00,Departed
VS 7006,2021-10-12 16:25+02:00,2021-10-12 16:34+02:00,Departed
TK 7823,2021-10-12 16:25+02:00,2021-10-12 16:40+02:00,Departed
UC 1502,2021-10-12 16:30+02:00,2021-10-12 20:09+02:00,Departed
UC 1502,2021-10-12 16:30+02:00,2021-10-12 16:30+02:00,Departed
KL 1887,2021-10-12 16:30+02:00,2021-10-12 16:32+02:00,Departed
AM 6650,2021-10-12 16:30+02:00,2021-10-12 16:32+02:00,Departed
DL 9566,2021-10-12 16:30+02:00,2021-10-12 16:32+02:00,Departed
EY 5836,2021-10-12 16:30+02:00,2021-10-12 16:32+02:00,Departed
MF 9987,2021-10-12 16:30+02:00,2021-10-12 16:32+02:00,Departed
SU 3423,2021-10-12 16:30+02:00,2021-10-12 16:32+02:00,Departed
VS 5752,2021-10-12 16:30+02:00,2021-10-12 16:32+02:00,Departed
KL 1243,2021-10-12 16:30+02:00,2021-10-12 16:38+02:00,Departed
AF 8239,2021-10-12 16:30+02:00,2021-10-12 16:38+02:00,Departed
DL 8196,2021-10-12 16:30+02:00,2021-10-12 16:38+02:00,Departed
G3 5598,2021-10-12 16:30+02:00,2021-10-12 16:38+02:00,Departed
GA 9222,2021-10-12 16:30+02:00,2021-10-12 16:38+02:00,Departed
KQ 1243,2021-10-12 16:30+02:00,2021-10-12 16:38+02:00,Departed
MF 9753,2021-10-12 16:30+02:00,2021-10-12 16:38+02:00,Departed
MK 7591,2021-10-12 16:30+02:00,2021-10-12 16:38+02:00,Departed
VS 5514,2021-10-12 16:30+02:00,2021-10-12 16:38+02:00,Departed
WY 5444,2021-10-12 16:30+02:00,2021-10-12 16:38+02:00,Departed
HV 6729,2021-10-12 16:30+02:00,2021-10-12 16:43+02:00,Departed
DL 7492,2021-10-12 16:30+02:00,2021-10-12 16:43+02:00,Departed
KL 2687,2021-10-12 16:30+02:00,2021-10-12 16:43+02:00,Departed
CD 211,2021-10-12 16:35+02:00,2021-10-12 16:31+02:00,Departed
AF 1337,2021-10-12 16:35+02:00,2021-10-12 16:35+02:00,CanceledUncertain
KL 1053,2021-10-12 16:35+02:00,2021-10-12 16:35+02:00,Departed
AZ 3762,2021-10-12 16:35+02:00,2021-10-12 16:35+02:00,Departed
DL 8200,2021-10-12 16:35+02:00,2021-10-12 16:35+02:00,Departed
EY 7393,2021-10-12 16:35+02:00,2021-10-12 16:35+02:00,Departed
G3 5548,2021-10-12 16:35+02:00,2021-10-12 16:35+02:00,Departed
SU 3271,2021-10-12 16:35+02:00,2021-10-12 16:35+02:00,Departed
VS 7042,2021-10-12 16:35+02:00,2021-10-12 16:35+02:00,Departed
KL 1431,2021-10-12 16:35+02:00,2021-10-12 16:39+02:00,Departed
DL 9628,2021-10-12 16:35+02:00,2021-10-12 16:39+02:00,Departed
EY 7367,2021-10-12 16:35+02:00,2021-10-12 16:39+02:00,Departed
G3 5536,2021-10-12 16:35+02:00,2021-10-12 16:39+02:00,Departed
KQ 1431,2021-10-12 16:35+02:00,2021-10-12 16:39+02:00,Departed
MF 9927,2021-10-12 16:35+02:00,2021-10-12 16:39+02:00,Departed
SU 3237,2021-10-12 16:35+02:00,2021-10-12 16:39+02:00,Departed
VS 6959,2021-10-12 16:35+02:00,2021-10-12 16:39+02:00,Departed
A3 627,2021-10-12 16:40+02:00,2021-10-12 17:17+02:00,Departed
A3 627,2021-10-12 16:40+02:00,2021-10-12 16:40+02:00,GateClosed
KL 1771,2021-10-12 16:40+02:00,2021-10-12 16:46+02:00,Departed
AM 6634,2021-10-12 16:40+02:00,2021-10-12 16:46+02:00,Departed
KQ 1771,2021-10-12 16:40+02:00,2021-10-12 16:46+02:00,Departed
MF 9717,2021-10-12 16:40+02:00,2021-10-12 16:46+02:00,Departed
VS 5679,2021-10-12 16:40+02:00,2021-10-12 16:46+02:00,Departed
KL 1783,2021-10-12 16:45+02:00,2021-10-12 16:45+02:00,Departed
AM 6205,2021-10-12 16:45+02:00,2021-10-12 16:45+02:00,Departed
DL 8180,2021-10-12 16:45+02:00,2021-10-12 16:45+02:00,Departed
EY 7413,2021-10-12 16:45+02:00,2021-10-12 16:45+02:00,Departed
G3 8568,2021-10-12 16:45+02:00,2021-10-12 16:45+02:00,Departed
MF 9975,2021-10-12 16:45+02:00,2021-10-12 16:45+02:00,Departed
SV 6304,2021-10-12 16:45+02:00,2021-10-12 16:45+02:00,Departed
VS 5709,2021-10-12 16:45+02:00,2021-10-12 16:45+02:00,Departed
KL 1831,2021-10-12 16:45+02:00,2021-10-12 16:45+02:00,Departed
AM 6240,2021-10-12 16:45+02:00,2021-10-12 16:45+02:00,Departed
DL 8191,2021-10-12 16:45+02:00,2021-10-12 16:45+02:00,Departed
MF 9151,2021-10-12 16:45+02:00,2021-10-12 16:45+02:00,Departed
PS 9431,2021-10-12 16:45+02:00,2021-10-12 16:45+02:00,Departed
VS 5783,2021-10-12 16:45+02:00,2021-10-12 16:45+02:00,Departed
KL 1347,2021-10-12 16:45+02:00,2021-10-12 16:47+02:00,Departed
AZ 3758,2021-10-12 16:45+02:00,2021-10-12 16:47+02:00,Departed
DL 9534,2021-10-12 16:45+02:00,2021-10-12 16:47+02:00,Departed
EY 7305,2021-10-12 16:45+02:00,2021-10-12 16:47+02:00,Departed
G3 8659,2021-10-12 16:45+02:00,2021-10-12 16:47+02:00,Departed
KQ 1347,2021-10-12 16:45+02:00,2021-10-12 16:47+02:00,Departed
MF 9647,2021-10-12 16:45+02:00,2021-10-12 16:47+02:00,Departed
PS 9448,2021-10-12 16:45+02:00,2021-10-12 16:47+02:00,Departed
SU 3255,2021-10-12 16:45+02:00,2021-10-12 16:47+02:00,Departed
VS 5639,2021-10-12 16:45+02:00,2021-10-12 16:47+02:00,Departed
HV 5805,2021-10-12 16:45+02:00,2021-10-12 17:00+02:00,Departed
KL 2636,2021-10-12 16:45+02:00,2021-10-12 17:00+02:00,Departed
KL 1911,2021-10-12 16:50+02:00,2021-10-12 16:45+02:00,Departed
AM 6636,2021-10-12 16:50+02:00,2021-10-12 16:45+02:00,Departed
DL 8179,2021-10-12 16:50+02:00,2021-10-12 16:45+02:00,Departed
MF 9977,2021-10-12 16:50+02:00,2021-10-12 16:45+02:00,Departed
VS 5704,2021-10-12 16:50+02:00,2021-10-12 16:45+02:00,Departed
KL 1731,2021-10-12 16:50+02:00,2021-10-12 17:01+02:00,Departed
AM 6616,2021-10-12 16:50+02:00,2021-10-12 17:01+02:00,Departed
DL 9234,2021-10-12 16:50+02:00,2021-10-12 17:01+02:00,Departed
KQ 1731,2021-10-12 16:50+02:00,2021-10-12 17:01+02:00,Departed
MF 9983,2021-10-12 16:50+02:00,2021-10-12 17:01+02:00,Departed
MH 5685,2021-10-12 16:50+02:00,2021-10-12 17:01+02:00,Departed
VS 5695,2021-10-12 16:50+02:00,2021-10-12 17:01+02:00,Departed
KL 1861,2021-10-12 16:50+02:00,2021-10-12 17:03+02:00,Departed
DL 9321,2021-10-12 16:50+02:00,2021-10-12 17:03+02:00,Departed
GA 9376,2021-10-12 16:50+02:00,2021-10-12 17:03+02:00,Departed
MF 9971,2021-10-12 16:50+02:00,2021-10-12 17:03+02:00,Departed
VS 5663,2021-10-12 16:50+02:00,2021-10-12 17:03+02:00,Departed
KL 1633,2021-10-12 17:00+02:00,2021-10-12 17:35+02:00,Departed
AM 6243,2021-10-12 17:00+02:00,2021-10-12 17:35+02:00,Departed
DL 9307,2021-10-12 17:00+02:00,2021-10-12 17:35+02:00,Departed
G3 5614,2021-10-12 17:00+02:00,2021-10-12 17:35+02:00,Departed
GA 9764,2021-10-12 17:00+02:00,2021-10-12 17:35+02:00,Departed
KQ 1633,2021-10-12 17:00+02:00,2021-10-12 17:35+02:00,Departed
MF 9619,2021-10-12 17:00+02:00,2021-10-12 17:35+02:00,Departed
7L 4212,2021-10-12 17:00+02:00,2021-10-12 23:02+02:00,Departed
KL 1745,2021-10-12 17:00+02:00,2021-10-12 16:59+02:00,Departed
DL 9294,2021-10-12 17:00+02:00,2021-10-12 16:59+02:00,Departed
SU 3373,2021-10-12 17:00+02:00,2021-10-12 16:59+02:00,Departed
UX 3767,2021-10-12 17:00+02:00,2021-10-12 16:59+02:00,Departed
VS 5524,2021-10-12 17:00+02:00,2021-10-12 16:59+02:00,Departed
HV 5357,2021-10-12 17:00+02:00,2021-10-12 17:00+02:00,GateClosed
KL 1633,2021-10-12 17:00+02:00,2021-10-12 17:00+02:00,GateClosed
AM 6243,2021-10-12 17:00+02:00,2021-10-12 17:00+02:00,GateClosed
DL 7516,2021-10-12 17:00+02:00,2021-10-12 17:00+02:00,GateClosed
DL 9307,2021-10-12 17:00+02:00,2021-10-12 17:00+02:00,GateClosed
G3 5614,2021-10-12 17:00+02:00,2021-10-12 17:00+02:00,GateClosed
GA 9764,2021-10-12 17:00+02:00,2021-10-12 17:00+02:00,GateClosed
KL 2669,2021-10-12 17:00+02:00,2021-10-12 17:00+02:00,GateClosed
KQ 1633,2021-10-12 17:00+02:00,2021-10-12 17:00+02:00,GateClosed
MF 9619,2021-10-12 17:00+02:00,2021-10-12 17:00+02:00,GateClosed
KL 1133,2021-10-12 17:00+02:00,2021-10-12 17:01+02:00,Departed
AM 6528,2021-10-12 17:00+02:00,2021-10-12 17:01+02:00,Departed
AZ 2916,2021-10-12 17:00+02:00,2021-10-12 17:01+02:00,Departed
DL 8202,2021-10-12 17:00+02:00,2021-10-12 17:01+02:00,Departed
EY 7312,2021-10-12 17:00+02:00,2021-10-12 17:01+02:00,Departed
G3 5687,2021-10-12 17:00+02:00,2021-10-12 17:01+02:00,Departed
KQ 1133,2021-10-12 17:00+02:00,2021-10-12 17:01+02:00,Departed
MF 9963,2021-10-12 17:00+02:00,2021-10-12 17:01+02:00,Departed
MH 5669,2021-10-12 17:00+02:00,2021-10-12 17:01+02:00,Departed
PS 9433,2021-10-12 17:00+02:00,2021-10-12 17:01+02:00,Departed
UX 3771,2021-10-12 17:00+02:00,2021-10-12 17:01+02:00,Departed
VS 5654,2021-10-12 17:00+02:00,2021-10-12 17:01+02:00,Departed
EC 7939,2021-10-12 17:00+02:00,2021-10-12 17:09+02:00,Departed
KL 621,2021-10-12 17:00+02:00,2021-10-12 17:11+02:00,Departed
AF 6692,2021-10-12 17:00+02:00,2021-10-12 17:11+02:00,Departed
DL 9374,2021-10-12 17:00+02:00,2021-10-12 17:11+02:00,Departed
VS 6832,2021-10-12 17:00+02:00,2021-10-12 17:11+02:00,Departed
KL 1933,2021-10-12 17:10+02:00,2021-10-12 17:11+02:00,Departed
MF 9959,2021-10-12 17:10+02:00,2021-10-12 17:11+02:00,Departed
MH 5689,2021-10-12 17:10+02:00,2021-10-12 17:11+02:00,Departed
G3 5600,2021-10-12 17:10+02:00,2021-10-12 17:11+02:00,Departed
AM 6646,2021-10-12 17:10+02:00,2021-10-12 17:11+02:00,Departed
DL 9562,2021-10-12 17:10+02:00,2021-10-12 17:11+02:00,Departed
HV 6117,2021-10-12 17:15+02:00,2021-10-12 17:37+02:00,Departed
KL 2651,2021-10-12 17:15+02:00,2021-10-12 17:37+02:00,Departed
KL 991,2021-10-12 17:15+02:00,2021-10-12 17:11+02:00,Departed
KQ 991,2021-10-12 17:15+02:00,2021-10-12 17:11+02:00,Departed
VS 6990,2021-10-12 17:15+02:00,2021-10-12 17:11+02:00,Departed
HV 6117,2021-10-12 17:15+02:00,2021-10-12 17:15+02:00,Boarding
KL 2651,2021-10-12 17:15+02:00,2021-10-12 17:15+02:00,Boarding
KL 1963,2021-10-12 17:20+02:00,2021-10-12 17:29+02:00,Departed
DL 9449,2021-10-12 17:20+02:00,2021-10-12 17:29+02:00,Departed
G3 5620,2021-10-12 17:20+02:00,2021-10-12 17:29+02:00,Departed
MF 9794,2021-10-12 17:20+02:00,2021-10-12 17:29+02:00,Departed
MH 5693,2021-10-12 17:20+02:00,2021-10-12 17:29+02:00,Departed
WY 5963,2021-10-12 17:20+02:00,2021-10-12 17:29+02:00,Departed
DS 1356,2021-10-12 17:20+02:00,2021-10-12 17:19+02:00,Departed
U2 6772,2021-10-12 17:35+02:00,2021-10-12 17:35+02:00,Canceled
LH 2307,2021-10-12 17:35+02:00,2021-10-12 17:42+02:00,Departed
JCL 2,2021-10-12 17:36+02:00,2021-10-12 17:36+02:00,Departed
TK 1960,2021-10-12 17:40+02:00,2021-10-12 17:40+02:00,Canceled
U2 1834,2021-10-12 17:40+02:00,2021-10-12 17:40+02:00,Canceled
SK 1550,2021-10-12 17:40+02:00,2021-10-12 17:49+02:00,Departed
KL 643,2021-10-12 17:55+02:00,2021-10-12 17:52+02:00,Departed
AF 6699,2021-10-12 17:55+02:00,2021-10-12 17:52+02:00,Departed
DL 9358,2021-10-12 17:55+02:00,2021-10-12 17:52+02:00,Departed
