number,scheduledTime,actualTime,status
UC 1506,2021-10-09 15:55+02:00,2021-10-09 15:55+02:00,CanceledUncertain
KL 1021,2021-10-09 15:55+02:00,2021-10-09 16:06+02:00,Departed
G3 5530,2021-10-09 15:55+02:00,2021-10-09 16:06+02:00,Departed
GA 9236,2021-10-09 15:55+02:00,2021-10-09 16:06+02:00,Departed
MF 9929,2021-10-09 15:55+02:00,2021-10-09 16:06+02:00,Departed
VS 6998,2021-10-09 15:55+02:00,2021-10-09 16:06+02:00,Departed
KL 1417,2021-10-09 16:00+02:00,2021-10-09 16:00+02:00,Departed
AF 8291,2021-10-09 16:00+02:00,2021-10-09 16:00+02:00,Departed
DL 9515,2021-10-09 16:00+02:00,2021-10-09 16:00+02:00,Departed
KQ 1417,2021-10-09 16:00+02:00,2021-10-09 16:00+02:00,Departed
PS 9441,2021-10-09 16:00+02:00,2021-10-09 16:00+02:00,Departed
SU 3365,2021-10-09 16:00+02:00,2021-10-09 16:00+02:00,Departed
VS 5528,2021-10-09 16:00+02:00,2021-10-09 16:00+02:00,Departed
KL 937,2021-10-09 16:00+02:00,2021-10-09 16:02+02:00,Departed
DL 9428,2021-10-09 16:00+02:00,2021-10-09 16:02+02:00,Departed
G3 5565,2021-10-09 16:00+02:00,2021-10-09 16:02+02:00,Departed
KQ 937,2021-10-09 16:00+02:00,2021-10-09 16:02+02:00,Departed
MF 9997,2021-10-09 16:00+02:00,2021-10-09 16:02+02:00,Departed
SU 3295,2021-10-09 16:00+02:00,2021-10-09 16:02+02:00,Departed
VS 5518,2021-10-09 16:00+02:00,2021-10-09 16:02+02:00,Departed
KL 1921,2021-10-09 16:05+02:00,2021-10-09 16:11+02:00,Departed
DL 8185,2021-10-09 16:05+02:00,2021-10-09 16:11+02:00,Departed
VS 5683,2021-10-09 16:05+02:00,2021-10-09 16:11+02:00,Departed
KL 1449,2021-10-09 16:10+02:00,2021-10-09 16:08+02:00,Departed
DL 9476,2021-10-09 16:10+02:00,2021-10-09 16:08+02:00,Departed
EY 5822,2021-10-09 16:10+02:00,2021-10-09 16:08+02:00,Departed
G3 5534,2021-10-09 16:10+02:00,2021-10-09 16:08+02:00,Departed
KQ 1449,2021-10-09 16:10+02:00,2021-10-09 16:08+02:00,Departed
MF 9156,2021-10-09 16:10+02:00,2021-10-09 16:08+02:00,Departed
SU 3221,2021-10-09 16:10+02:00,2021-10-09 16:08+02:00,Departed
VS 6954,2021-10-09 16:10+02:00,2021-10-09 16:08+02:00,Departed
KL 1161,2021-10-09 16:10+02:00,2021-10-09 16:15+02:00,Departed
DL 9679,2021-10-09 16:10+02:00,2021-10-09 16:15+02:00,Departed
EY 5807,2021-10-09 16:10+02:00,2021-10-09 16:15+02:00,Departed
G3 5657,2021-10-09 16:10+02:00,2021-10-09 16:15+02:00,Departed
MF 9789,2021-10-09 16:10+02:00,2021-10-09 16:15+02:00,Departed
MH 5699,2021-10-09 16:10+02:00,2021-10-09 16:15+02:00,Departed
SU 3331,2021-10-09 16:10+02:00,2021-10-09 16:15+02:00,Departed
VS 5692,2021-10-09 16:10+02:00,2021-10-09 16:15+02:00,Departed
KL 947,2021-10-09 16:10+02:00,2021-10-09 16:17+02:00,Departed
AF 8237,2021-10-09 16:10+02:00,2021-10-09 16:17+02:00,Departed
DL 9212,2021-10-09 16:10+02:00,2021-10-09 16:17+02:00,Departed
KQ 947,2021-10-09 16:10+02:00,2021-10-09 16:17+02:00,Departed
VS 6955,2021-10-09 16:10+02:00,2021-10-09 16:17+02:00,Departed
EC 7977,2021-10-09 16:10+02:00,2021-10-09 16:33+02:00,Departed
HV 6919,2021-10-09 16:10+02:00,2021-10-09 16:37+02:00,Departed
KL 2599,2021-10-09 16:10+02:00,2021-10-09 16:37+02:00,Departed
KL 1183,2021-10-09 16:15+02:00,2021-10-09 16:13+02:00,Departed
AF 5198,2021-10-09 16:15+02:00,2021-10-09 16:13+02:00,Departed
DL 8218,2021-10-09 16:15+02:00,2021-10-09 16:13+02:00,Departed
G3 5660,2021-10-09 16:15+02:00,2021-10-09 16:13+02:00,Departed
QR 274,2021-10-09 16:15+02:00,2021-10-09 16:15+02:00,Departed
MH 9766,2021-10-09 16:15+02:00,2021-10-09 16:15+02:00,Departed
UL 3520,2021-10-09 16:15+02:00,2021-10-09 16:15+02:00,Departed
KL 1289,2021-10-09 16:15+02:00,2021-10-09 16:27+02:00,Departed
DL 9549,2021-10-09 16:15+02:00,2021-10-09 16:27+02:00,Departed
EY 5847,2021-10-09 16:15+02:00,2021-10-09 16:27+02:00,Departed
G3 5546,2021-10-09 16:15+02:00,2021-10-09 16:27+02:00,Departed
KQ 1289,2021-10-09 16:15+02:00,2021-10-09 16:27+02:00,Departed
MF 9157,2021-10-09 16:15+02:00,2021-10-09 16:27+02:00,Departed
SU 3309,2021-10-09 16:15+02:00,2021-10-09 16:27+02:00,Departed
VS 6969,2021-10-09 16:15+02:00,2021-10-09 16:27+02:00,Departed
PC 1254,2021-10-09 16:20+02:00,2021-10-09 16:20+02:00,Boarding
KL 1409,2021-10-09 16:20+02:00,2021-10-09 16:20+02:00,Departed
DL 8186,2021-10-09 16:20+02:00,2021-10-09 16:20+02:00,Departed
VS 5855,2021-10-09 16:20+02:00,2021-10-09 16:20+02:00,Departed
KL 1203,2021-10-09 16:20+02:00,2021-10-09 16:23+02:00,Departed
AZ 3756,2021-10-09 16:20+02:00,2021-10-09 16:23+02:00,Departed
DL 9594,2021-10-09 16:20+02:00,2021-10-09 16:23+02:00,Departed
EY 5809,2021-10-09 16:20+02:00,2021-10-09 16:23+02:00,Departed
G3 5674,2021-10-09 16:20+02:00,2021-10-09 16:23+02:00,Departed
KQ 1203,2021-10-09 16:20+02:00,2021-10-09 16:23+02:00,Departed
SU 3433,2021-10-09 16:20+02:00,2021-10-09 16:23+02:00,Departed
VS 5774,2021-10-09 16:20+02:00,2021-10-09 16:23+02:00,Departed
KL 1357,2021-10-09 16:20+02:00,2021-10-09 16:29+02:00,Departed
DL 9637,2021-10-09 16:20+02:00,2021-10-09 16:29+02:00,Departed
GA 9532,2021-10-09 16:20+02:00,2021-10-09 16:29+02:00,Departed
KQ 1357,2021-10-09 16:20+02:00,2021-10-09 16:29+02:00,Departed
OK 4625,2021-10-09 16:20+02:00,2021-10-09 16:29+02:00,Departed
VS 5764,2021-10-09 16:20+02:00,2021-10-09 16:29+02:00,Departed
KL 963,2021-10-09 16:20+02:00,2021-10-09 16:30+02:00,Departed
EY 7392,2021-10-09 16:20+02:00,2021-10-09 16:30+02:00,Departed
G3 5540,2021-10-09 16:20+02:00,2021-10-09 16:30+02:00,Departed
KQ 963,2021-10-09 16:20+02:00,2021-10-09 16:30+02:00,Departed
MF 9939,2021-10-09 16:20+02:00,2021-10-09 16:30+02:00,Departed
SU 3399,2021-10-09 16:20+02:00,2021-10-09 16:30+02:00,Departed
VS 7051,2021-10-09 16:20+02:00,2021-10-09 16:30+02:00,Departed
HV 6867,2021-10-09 16:20+02:00,2021-10-09 16:35+02:00,Departed
KL 1335,2021-10-09 16:20+02:00,2021-10-09 16:54+02:00,Departed
DL 9511,2021-10-09 16:20+02:00,2021-10-09 16:54+02:00,Departed
MF 9771,2021-10-09 16:20+02:00,2021-10-09 16:54+02:00,Departed
SU 3211,2021-10-09 16:20+02:00,2021-10-09 16:54+02:00,Departed
VS 5611,2021-10-09 16:20+02:00,2021-10-09 16:54+02:00,Departed
PC 1254,2021-10-09 16:20+02:00,2021-10-09 17:21+02:00,Departed
TK 7823,2021-10-09 16:25+02:00,2021-10-09 20:25+02:00,Boarding
KL 1209,2021-10-09 16:25+02:00,2021-10-09 16:26+02:00,Departed
AZ 3846,2021-10-09 16:25+02:00,2021-10-09 16:26+02:00,Departed
DL 9329,2021-10-09 16:25+02:00,2021-10-09 16:26+02:00,Departed
G3 5670,2021-10-09 16:25+02:00,2021-10-09 16:26+02:00,Departed
VS 5723,2021-10-09 16:25+02:00,2021-10-09 16:26+02:00,Departed
KL 1875,2021-10-09 16:25+02:00,2021-10-09 16:28+02:00,Departed
AM 6652,2021-10-09 16:25+02:00,2021-10-09 16:28+02:00,Departed
DL 8193,2021-10-09 16:25+02:00,2021-10-09 16:28+02:00,Departed
MF 9981,2021-10-09 16:25+02:00,2021-10-09 16:28+02:00,Departed
VS 5769,2021-10-09 16:25+02:00,2021-10-09 16:28+02:00,Departed
KL 1053,2021-10-09 16:25+02:00,2021-10-09 16:29+02:00,Departed
AZ 3762,2021-10-09 16:25+02:00,2021-10-09 16:29+02:00,Departed
DL 8200,2021-10-09 16:25+02:00,2021-10-09 16:29+02:00,Departed
EY 7393,2021-10-09 16:25+02:00,2021-10-09 16:29+02:00,Departed
G3 5548,2021-10-09 16:25+02:00,2021-10-09 16:29+02:00,Departed
SU 3271,2021-10-09 16:25+02:00,2021-10-09 16:29+02:00,Departed
VS 7042,2021-10-09 16:25+02:00,2021-10-09 16:29+02:00,Departed
TK 7823,2021-10-09 16:25+02:00,2021-10-09 21:26+02:00,Departed
KL 1243,2021-10-09 16:30+02:00,2021-10-09 16:34+02:00,Departed
AF 8239,2021-10-09 16:30+02:00,2021-10-09 16:34+02:00,Departed
DL 8196,2021-10-09 16:30+02:00,2021-10-09 16:34+02:00,Departed
G3 5598,2021-10-09 16:30+02:00,2021-10-09 16:34+02:00,Departed
GA 9222,2021-10-09 16:30+02:00,2021-10-09 16:34+02:00,Departed
KQ 1243,2021-10-09 16:30+02:00,2021-10-09 16:34+02:00,Departed
MF 9753,2021-10-09 16:30+02:00,2021-10-09 16:34+02:00,Departed
MK 7591,2021-10-09 16:30+02:00,2021-10-09 16:34+02:00,Departed
VS 5514,2021-10-09 16:30+02:00,2021-10-09 16:34+02:00,Departed
WY 5444,2021-10-09 16:30+02:00,2021-10-09 16:34+02:00,Departed
KL 1079,2021-10-09 16:30+02:00,2021-10-09 16:36+02:00,Departed
AM 6511,2021-10-09 16:30+02:00,2021-10-09 16:36+02:00,Departed
DL 9214,2021-10-09 16:30+02:00,2021-10-09 16:36+02:00,Departed
G3 5508,2021-10-09 16:30+02:00,2021-10-09 16:36+02:00,Departed
GA 9760,2021-10-09 16:30+02:00,2021-10-09 16:36+02:00,Departed
KQ 1079,2021-10-09 16:30+02:00,2021-10-09 16:36+02:00,Departed
MF 9937,2021-10-09 16:30+02:00,2021-10-09 16:36+02:00,Departed
PS 9493,2021-10-09 16:30+02:00,2021-10-09 16:36+02:00,Departed
SU 3383,2021-10-09 16:30+02:00,2021-10-09 16:36+02:00,Departed
VS 7006,2021-10-09 16:30+02:00,2021-10-09 16:36+02:00,Departed
KL 1887,2021-10-09 16:30+02:00,2021-10-09 16:36+02:00,Departed
AM 6650,2021-10-09 16:30+02:00,2021-10-09 16:36+02:00,Departed
DL 9566,2021-10-09 16:30+02:00,2021-10-09 16:36+02:00,Departed
EY 5836,2021-10-09 16:30+02:00,2021-10-09 16:36+02:00,Departed
MF 9987,2021-10-09 16:30+02:00,2021-10-09 16:36+02:00,Departed
SU 3423,2021-10-09 16:30+02:00,2021-10-09 16:36+02:00,Departed
VS 5752,2021-10-09 16:30+02:00,2021-10-09 16:36+02:00,Departed
AF 1337,2021-10-09 16:35+02:00,2021-10-09 16:35+02:00,CanceledUncertain
KL 1431,2021-10-09 16:35+02:00,2021-10-09 16:35+02:00,Departed
DL 9628,2021-10-09 16:35+02:00,2021-10-09 16:35+02:00,Departed
EY 7367,2021-10-09 16:35+02:00,2021-10-09 16:35+02:00,Departed
G3 5536,2021-10-09 16:35+02:00,2021-10-09 16:35+02:00,Departed
KQ 1431,2021-10-09 16:35+02:00,2021-10-09 16:35+02:00,Departed
MF 9927,2021-10-09 16:35+02:00,2021-10-09 16:35+02:00,Departed
SU 3237,2021-10-09 16:35+02:00,2021-10-09 16:35+02:00,Departed
VS 6959,2021-10-09 16:35+02:00,2021-10-09 16:35+02:00,Departed
KL 1771,2021-10-09 16:40+02:00,2021-10-09 16:45+02:00,Departed
AM 6634,2021-10-09 16:40+02:00,2021-10-09 16:45+02:00,Departed
KQ 1771,2021-10-09 16:40+02:00,2021-10-09 16:45+02:00,Departed
MF 9717,2021-10-09 16:40+02:00,2021-10-09 16:45+02:00,Departed
VS 5679,2021-10-09 16:40+02:00,2021-10-09 16:45+02:00,Departed
KL 1549,2021-10-09 16:40+02:00,2021-10-09 16:47+02:00,Departed
AZ 3897,2021-10-09 16:40+02:00,2021-10-09 16:47+02:00,Departed
DL 8201,2021-10-09 16:40+02:00,2021-10-09 16:47+02:00,Departed
G3 5552,2021-10-09 16:40+02:00,2021-10-09 16:47+02:00,Departed
KQ 1549,2021-10-09 16:40+02:00,2021-10-09 16:47+02:00,Departed
MF 9943,2021-10-09 16:40+02:00,2021-10-09 16:47+02:00,Departed
SU 3351,2021-10-09 16:40+02:00,2021-10-09 16:47+02:00,Departed
VS 6982,2021-10-09 16:40+02:00,2021-10-09 16:47+02:00,Departed
KL 1347,2021-10-09 16:45+02:00,2021-10-09 16:40+02:00,Departed
AZ 3758,2021-10-09 16:45+02:00,2021-10-09 16:40+02:00,Departed
DL 9534,2021-10-09 16:45+02:00,2021-10-09 16:40+02:00,Departed
EY 7305,2021-10-09 16:45+02:00,2021-10-09 16:40+02:00,Departed
G3 8659,2021-10-09 16:45+02:00,2021-10-09 16:40+02:00,Departed
KQ 1347,2021-10-09 16:45+02:00,2021-10-09 16:40+02:00,Departed
MF 9647,2021-10-09 16:45+02:00,2021-10-09 16:40+02:00,Departed
PS 9448,2021-10-09 16:45+02:00,2021-10-09 16:40+02:00,Departed
SU 3255,2021-10-09 16:45+02:00,2021-10-09 16:40+02:00,Departed
VS 5639,2021-10-09 16:45+02:00,2021-10-09 16:40+02:00,Departed
KL 1261,2021-10-09 16:45+02:00,2021-10-09 16:50+02:00,Departed
AF 8371,2021-10-09 16:45+02:00,2021-10-09 16:50+02:00,Departed
DL 9323,2021-10-09 16:45+02:00,2021-10-09 16:50+02:00,Departed
EY 7400,2021-10-09 16:45+02:00,2021-10-09 16:50+02:00,Departed
MF 9837,2021-10-09 16:45+02:00,2021-10-09 16:50+02:00,Departed
VS 5540,2021-10-09 16:45+02:00,2021-10-09 16:50+02:00,Departed
KL 1783,2021-10-09 16:45+02:00,2021-10-09 16:51+02:00,Departed
AM 6205,2021-10-09 16:45+02:00,2021-10-09 16:51+02:00,Departed
DL 8180,2021-10-09 16:45+02:00,2021-10-09 16:51+02:00,Departed
EY 7413,2021-10-09 16:45+02:00,2021-10-09 16:51+02:00,Departed
G3 8568,2021-10-09 16:45+02:00,2021-10-09 16:51+02:00,Departed
MF 9975,2021-10-09 16:45+02:00,2021-10-09 16:51+02:00,Departed
SV 6304,2021-10-09 16:45+02:00,2021-10-09 16:51+02:00,Departed
VS 5709,2021-10-09 16:45+02:00,2021-10-09 16:51+02:00,Departed
KL 1831,2021-10-09 16:45+02:00,2021-10-09 16:53+02:00,Departed
AM 6240,2021-10-09 16:45+02:00,2021-10-09 16:53+02:00,Departed
DL 8191,2021-10-09 16:45+02:00,2021-10-09 16:53+02:00,Departed
MF 9151,2021-10-09 16:45+02:00,2021-10-09 16:53+02:00,Departed
PS 9431,2021-10-09 16:45+02:00,2021-10-09 16:53+02:00,Departed
VS 5783,2021-10-09 16:45+02:00,2021-10-09 16:53+02:00,Departed
KL 1041,2021-10-09 16:45+02:00,2021-10-09 16:56+02:00,Departed
DL 9208,2021-10-09 16:45+02:00,2021-10-09 16:56+02:00,Departed
KQ 1041,2021-10-09 16:45+02:00,2021-10-09 16:56+02:00,Departed
VS 5616,2021-10-09 16:45+02:00,2021-10-09 16:56+02:00,Departed
EC 7953,2021-10-09 16:45+02:00,2021-10-09 17:03+02:00,Departed
QY 6731,2021-10-09 16:50+02:00,2021-10-09 16:37+02:00,Departed
KL 1861,2021-10-09 16:50+02:00,2021-10-09 16:49+02:00,Departed
DL 9321,2021-10-09 16:50+02:00,2021-10-09 16:49+02:00,Departed
GA 9376,2021-10-09 16:50+02:00,2021-10-09 16:49+02:00,Departed
MF 9971,2021-10-09 16:50+02:00,2021-10-09 16:49+02:00,Departed
VS 5663,2021-10-09 16:50+02:00,2021-10-09 16:49+02:00,Departed
KL 1911,2021-10-09 16:50+02:00,2021-10-09 16:50+02:00,Departed
AM 6636,2021-10-09 16:50+02:00,2021-10-09 16:50+02:00,Departed
DL 8179,2021-10-09 16:50+02:00,2021-10-09 16:50+02:00,Departed
MF 9977,2021-10-09 16:50+02:00,2021-10-09 16:50+02:00,Departed
VS 5704,2021-10-09 16:50+02:00,2021-10-09 16:50+02:00,Departed
KL 1731,2021-10-09 16:50+02:00,2021-10-09 16:51+02:00,Departed
AM 6616,2021-10-09 16:50+02:00,2021-10-09 16:51+02:00,Departed
DL 9234,2021-10-09 16:50+02:00,2021-10-09 16:51+02:00,Departed
KQ 1731,2021-10-09 16:50+02:00,2021-10-09 16:51+02:00,Departed
MF 9983,2021-10-09 16:50+02:00,2021-10-09 16:51+02:00,Departed
MH 5685,2021-10-09 16:50+02:00,2021-10-09 16:51+02:00,Departed
VS 5695,2021-10-09 16:50+02:00,2021-10-09 16:51+02:00,Departed
ZT 141,2021-10-09 16:50+02:00,2021-10-09 16:52+02:00,Departed
VY 6293,2021-10-09 16:55+02:00,2021-10-09 16:48+02:00,Departed
HV 6149,2021-10-09 16:55+02:00,2021-10-09 17:01+02:00,Departed
DL 7494,2021-10-09 16:55+02:00,2021-10-09 17:01+02:00,Departed
KL 2647,2021-10-09 16:55+02:00,2021-10-09 17:01+02:00,Departed
HV 6109,2021-10-09 17:00+02:00,2021-10-09 17:00+02:00,GateClosed
KL 1621,2021-10-09 17:00+02:00,2021-10-09 17:00+02:00,GateClosed
KL 621,2021-10-09 17:00+02:00,2021-10-09 17:00+02:00,Boarding
AF 6692,2021-10-09 17:00+02:00,2021-10-09 17:00+02:00,Boarding
DL 7517,2021-10-09 17:00+02:00,2021-10-09 17:00+02:00,GateClosed
DL 8184,2021-10-09 17:00+02:00,2021-10-09 17:00+02:00,GateClosed
DL 9374,2021-10-09 17:00+02:00,2021-10-09 17:00+02:00,Boarding
KL 2663,2021-10-09 17:00+02:00,2021-10-09 17:00+02:00,GateClosed
MF 9172,2021-10-09 17:00+02:00,2021-10-09 17:00+02:00,GateClosed
VS 6832,2021-10-09 17:00+02:00,2021-10-09 17:00+02:00,Boarding
CD 613,2021-10-09 17:00+02:00,2021-10-09 17:05+02:00,Departed
DL 8184,2021-10-09 17:00+02:00,2021-10-09 17:20+02:00,Departed
MF 9172,2021-10-09 17:00+02:00,2021-10-09 17:20+02:00,Departed
KL 621,2021-10-09 17:00+02:00,2021-10-09 17:41+02:00,Departed
AF 6692,2021-10-09 17:00+02:00,2021-10-09 17:41+02:00,Departed
DL 9374,2021-10-09 17:00+02:00,2021-10-09 17:41+02:00,Departed
VS 6832,2021-10-09 17:00+02:00,2021-10-09 17:41+02:00,Departed
KL 1621,2021-10-09 17:00+02:00,2021-10-09 17:20+02:00,Departed
HV 5721,2021-10-09 17:05+02:00,2021-10-09 17:05+02:00,GateClosed
HV 5721,2021-10-09 17:05+02:00,2021-10-09 17:18+02:00,Departed
EC 7985,2021-10-09 17:10+02:00,2021-10-09 17:06+02:00,Departed
KL 1933,2021-10-09 17:10+02:00,2021-10-09 17:36+02:00,Departed
DL 9562,2021-10-09 17:10+02:00,2021-10-09 17:36+02:00,Departed
G3 5600,2021-10-09 17:10+02:00,2021-10-09 17:36+02:00,Departed
MF 9959,2021-10-09 17:10+02:00,2021-10-09 17:36+02:00,Departed
MH 5689,2021-10-09 17:10+02:00,2021-10-09 17:36+02:00,Departed
XC 9632,2021-10-09 17:20+02:00,2021-10-09 17:18+02:00,Departed
KL 1499,2021-10-09 17:25+02:00,2021-10-09 17:28+02:00,Departed
DL 9209,2021-10-09 17:25+02:00,2021-10-09 17:28+02:00,Departed
VS 5717,2021-10-09 17:25+02:00,2021-10-09 17:28+02:00,Departed
EY 914,2021-10-09 17:30+02:00,2021-10-09 17:09+02:00,Departed
KU 128,2021-10-09 17:30+02:00,2021-10-09 17:57+02:00,Departed
EC 6772,2021-10-09 17:35+02:00,2021-10-09 17:35+02:00,Canceled
U2 6772,2021-10-09 17:35+02:00,2021-10-09 17:35+02:00,Canceled
LH 2307,2021-10-09 17:35+02:00,2021-10-09 17:44+02:00,Departed
EC 3332,2021-10-09 17:40+02:00,2021-10-09 17:30+02:00,Departed
TK 1960,2021-10-09 17:40+02:00,2021-10-09 17:40+02:00,Canceled
EK 9915,2021-10-09 17:55+02:00,2021-10-09 22:09+02:00,Departed
MF 812,2021-10-09 17:55+02:00,2021-10-09 17:54+02:00,Departed
KL 4910,2021-10-09 17:55+02:00,2021-10-09 17:54+02:00,Departed
KL 643,2021-10-09 17:55+02:00,2021-10-09 18:00+02:00,Departed
AF 6699,2021-10-09 17:55+02:00,2021-10-09 18:00+02:00,Departed
DL 9358,2021-10-09 17:55+02:00,2021-10-09 18:00+02:00,Departed
VS 6838,2021-10-09 17:55+02:00,2021-10-09 18:00+02:00,Departed
OR 625,2021-10-09 17:55+02:00,2021-10-09 18:05+02:00,Departed
AT 851,2021-10-09 18:05+02:00,2021-10-09 18:05+02:00,Departed
OR 259,2021-10-09 18:10+02:00,2021-10-09 18:16+02:00,Departed
EC 7921,2021-10-09 18:15+02:00,2021-10-09 18:10+02:00,Departed
SU 2695,2021-10-09 18:15+02:00,2021-10-09 18:10+02:00,Departed
HY 3580,2021-10-09 18:20+02:00,2021-10-09 18:20+02:00,Canceled
EC 7907,2021-10-09 18:20+02:00,2021-10-09 18:22+02:00,Departed
MH 6123,2021-10-09 18:30+02:00,2021-10-09 20:50+02:00,Delayed
MH 6123,2021-10-09 18:30+02:00,2021-10-09 21:41+02:00,Departed
CK 206,2021-10-09 18:30+02:00,2021-10-09 18:09+02:00,Departed
EK 9758,2021-10-09 18:30+02:00,2021-10-09 18:32+02:00,Departed
CD 693,2021-10-09 18:30+02:00,2021-10-09 18:36+02:00,Departed
HV 6003,2021-10-09 18:30+02:00,2021-10-09 18:52+02:00,Departed
KL 2587,2021-10-09 18:30+02:00,2021-10-09 18:52+02:00,Departed
TK 1954,2021-10-09 18:30+02:00,2021-10-09 18:56+02:00,Departed
BT 620,2021-10-09 18:35+02:00,2021-10-09 18:31+02:00,Departed
AF 1141,2021-10-09 18:40+02:00,2021-10-09 18:41+02:00,Departed
AM 6026,2021-10-09 18:40+02:00,2021-10-09 18:41+02:00,Departed
G3 5150,2021-10-09 18:40+02:00,2021-10-09 18:41+02:00,Departed
GA 9554,2021-10-09 18:40+02:00,2021-10-09 18:41+02:00,Departed
KL 2017,2021-10-09 18:40+02:00,2021-10-09 18:41+02:00,Departed
KQ 3095,2021-10-09 18:40+02:00,2021-10-09 18:41+02:00,Departed
VS 6150,2021-10-09 18:40+02:00,2021-10-09 18:41+02:00,Departed
EC 2728,2021-10-09 18:45+02:00,2021-10-09 19:03+02:00,Departed
EC 7919,2021-10-09 18:55+02:00,2021-10-09 18:55+02:00,Canceled
HV 5427,2021-10-09 18:55+02:00,2021-10-09 19:06+02:00,Departed
KL 2558,2021-10-09 18:55+02:00,2021-10-09 19:06+02:00,Departed
QT 4048,2021-10-09 19:00+02:00,2021-10-09 23:23+02:00,Departed
QT 4048,2021-10-09 19:00+02:00,2021-10-09 23:00+02:00,Delayed
UX 1094,2021-10-09 19:00+02:00,2021-10-09 18:53+02:00,Departed
AM 6805,2021-10-09 19:00+02:00,2021-10-09 18:53+02:00,Departed
EY 4350,2021-10-09 19:00+02:00,2021-10-09 18:53+02:00,Departed
JET 7,2021-10-09 19:03+02:00,2021-10-09 19:03+02:00,Departed
KL 2569,2021-10-09 19:05+02:00,2021-10-09 19:25+02:00,Departed
HV 5217,2021-10-09 19:05+02:00,2021-10-09 19:25+02:00,Departed
HV 5217,2021-10-09 19:05+02:00,2021-10-09 19:05+02:00,GateClosed
KL 2569,2021-10-09 19:05+02:00,2021-10-09 19:05+02:00,GateClosed
BA 441,2021-10-09 19:15+02:00,2021-10-09 19:39+02:00,Departed
BA 441,2021-10-09 19:15+02:00,2021-10-09 19:15+02:00,Boarding
EC 2166,2021-10-09 19:20+02:00,2021-10-09 19:20+02:00,Canceled
HV 5763,2021-10-09 19:30+02:00,2021-10-09 19:32+02:00,Departed
TP 671,2021-10-09 19:30+02:00,2021-10-09 19:29+02:00,Departed
HV 6333,2021-10-09 19:35+02:00,2021-10-09 19:37+02:00,Departed
KL 2546,2021-10-09 19:35+02:00,2021-10-09 19:37+02:00,Departed
3O 128,2021-10-09 19:50+02:00,2021-10-09 19:54+02:00,Departed
HV 5673,2021-10-09 19:50+02:00,2021-10-09 19:58+02:00,Departed
KL 2681,2021-10-09 19:50+02:00,2021-10-09 19:58+02:00,Departed
XQ 945,2021-10-09 19:50+02:00,2021-10-09 20:15+02:00,Departed
XC 3014,2021-10-09 19:55+02:00,2021-10-09 19:56+02:00,Departed
KL 2717,2021-10-09 20:00+02:00,2021-10-09 20:05+02:00,Departed
RO 364,2021-10-09 20:00+02:00,2021-10-09 20:05+02:00,Departed
LX 735,2021-10-09 20:10+02:00,2021-10-09 20:10+02:00,Departed
UX 3750,2021-10-09 20:20+02:00,2021-10-09 20:36+02:00,Departed
VS 5801,2021-10-09 20:20+02:00,2021-10-09 20:36+02:00,Departed
KL 1369,2021-10-09 20:20+02:00,2021-10-09 20:36+02:00,Departed
AF 8345,2021-10-09 20:30+02:00,2021-10-09 20:40+02:00,Departed
G3 5578,2021-10-09 20:30+02:00,2021-10-09 20:29+02:00,Departed
G3 5592,2021-10-09 20:30+02:00,2021-10-09 20:40+02:00,Departed
KQ 1559,2021-10-09 20:30+02:00,2021-10-09 20:29+02:00,Departed
KQ 1991,2021-10-09 20:30+02:00,2021-10-09 20:40+02:00,Departed
MF 9341,2021-10-09 20:30+02:00,2021-10-09 20:40+02:00,Departed
MF 9625,2021-10-09 20:30+02:00,2021-10-09 20:29+02:00,Departed
SU 3281,2021-10-09 20:30+02:00,2021-10-09 20:40+02:00,Departed
MU 1831,2021-10-09 20:30+02:00,2021-10-09 20:29+02:00,Departed
VS 5755,2021-10-09 20:30+02:00,2021-10-09 20:43+02:00,Departed
QR 8204,2021-10-09 20:30+02:00,2021-10-09 20:45+02:00,Departed
G3 5608,2021-10-09 20:30+02:00,2021-10-09 20:42+02:00,Departed
KL 1033,2021-10-09 20:30+02:00,2021-10-09 20:42+02:00,Departed
KQ 1033,2021-10-09 20:30+02:00,2021-10-09 20:42+02:00,Departed
MF 9655,2021-10-09 20:30+02:00,2021-10-09 20:42+02:00,Departed
MU 1621,2021-10-09 20:30+02:00,2021-10-09 20:42+02:00,Departed
VS 7061,2021-10-09 20:30+02:00,2021-10-09 20:42+02:00,Departed
KL 1991,2021-10-09 20:30+02:00,2021-10-09 20:40+02:00,Departed
KL 1559,2021-10-09 20:30+02:00,2021-10-09 20:29+02:00,Departed
DL 9486,2021-10-09 20:30+02:00,2021-10-09 20:43+02:00,Departed
KL 1715,2021-10-09 20:30+02:00,2021-10-09 20:43+02:00,Departed
AF 3139,2021-10-09 20:35+02:00,2021-10-09 20:50+02:00,GateClosed
AF 8271,2021-10-09 20:35+02:00,2021-10-09 20:53+02:00,Departed
AM 6025,2021-10-09 20:35+02:00,2021-10-09 20:54+02:00,Departed
AM 6245,2021-10-09 20:35+02:00,2021-10-09 20:51+02:00,Departed
AM 6518,2021-10-09 20:35+02:00,2021-10-09 20:50+02:00,GateClosed
AM 6524,2021-10-09 20:35+02:00,2021-10-09 20:51+02:00,Departed
AM 6530,2021-10-09 20:35+02:00,2021-10-09 20:50+02:00,GateClosed
AM 6602,2021-10-09 20:35+02:00,2021-10-09 20:55+02:00,Departed
