"";"airline";"number";"scheduledTime";"actualTime";"status";"arrivalAirport";"aircraft";"diffMins"
"1655";"KLM";"KL 1233";2021-11-06 11:25:00;2021-11-06 11:25:00;"Departed";"LFPG";"Boeing 737-800 (winglets)";0
"1656";"KLM";"KL 1575";2021-11-06 11:25:00;2021-11-06 11:31:00;"Departed";"LGAV";"Boeing 737-800 (winglets)";6
"1657";"KLM";"KL 911";2021-11-06 11:35:00;2021-11-06 11:38:00;"Departed";"LICC";"Boeing 737-800 (winglets)";3
"1658";"KLM";"KL 1355";2021-11-06 11:15:00;2021-11-06 11:20:00;"Departed";"LKPR";"Boeing 737-800 (winglets)";5
"1659";"KLM";"KL 1695";2021-11-06 11:35:00;2021-11-06 11:43:00;"Departed";"LPPT";"Boeing 737-900 (winglets)";8
"1660";"KLM";"KL 743";2021-11-06 11:35:00;2021-11-06 11:43:00;"Departed";"SPJC";"Boeing 777-300ER";8
"1661";"KLM";"KL 765";2021-11-06 12:30:00;2021-11-06 12:42:00;"Departed";"TNCA";"Boeing 777-300ER";12
"1662";"KLM";"KL 3096";2021-11-06 12:10:00;2021-11-06 12:35:00;"Departed";"UKBB";"Boeing 737-800";25
"1663";"KLM";"KL 1395";2021-11-06 11:50:00;2021-11-06 11:48:00;"Departed";"ULLI";"Boeing 737-700 (winglets)";-2
"1664";"KLM";"KL 3948";2021-11-12 12:50:00;2021-11-12 14:00:00;"Departed";"OMAA";"Boeing 787";70
"1665";"KLM";"KL 1829";2021-11-12 14:20:00;2021-11-12 14:39:00;"Departed";"EDDB";"Boeing 737-800 (winglets)";19
"1666";"KLM";"KL 2685";2021-11-12 14:20:00;2021-11-12 14:21:00;"Departed";"LEZL";"Boeing 737-800";1
"1667";"KLM";"KL 671";2021-11-12 14:20:00;2021-11-12 14:28:00;"Departed";"CYUL";"Airbus A330-200";8
"1668";"KLM";"KL 1797";2021-11-12 14:20:00;2021-11-12 14:16:00;"Departed";"EDDM";"Boeing 737-700 (winglets)";-4
"1669";"KLM";"KL 1285";2021-11-12 14:50:00;2021-11-12 14:51:00;"Departed";"EGPH";"Boeing 737-900 (winglets)";1
"1670";"KLM";"KL 1131";2021-11-12 14:15:00;2021-11-12 14:10:00;"Departed";"EKCH";"Boeing 737-800 (winglets)";-5
"1671";"KLM";"KL 1203";2021-11-12 14:05:00;2021-11-12 14:04:00;"Departed";"ENZV";"Boeing 737-700 (winglets)";-1
"1672";"KLM";"KL 1921";2021-11-12 14:40:00;2021-11-12 14:44:00;"Departed";"EPGD";"295";4
"1673";"KLM";"KL 1161";2021-11-12 14:05:00;2021-11-12 14:05:00;"Departed";"ESGG";"Boeing 737-700 (winglets)";0
"1674";"KLM";"KL 1317";2021-11-12 14:40:00;2021-11-12 14:40:00;"Departed";"LFBD";"Embraer EMB 175";0
"1675";"KLM";"KL 1655";2021-11-12 14:30:00;2021-11-12 14:28:00;"Departed";"LIPZ";"Embraer EMB 175";-2
"1676";"KLM";"KL 1931";2021-11-12 14:10:00;2021-11-12 14:22:00;"Departed";"LSGG";"Boeing 737-700 (winglets)";12
"1677";"KLM";"KL 1961";2021-11-12 14:20:00;2021-11-12 14:46:00;"Departed";"LSZH";"Boeing 737-800 (winglets)";26
"1678";"KLM";"KL 6020";2021-12-29 09:50:00;2021-12-29 11:13:00;"Departed";"KJFK";"Airbus A330-900 NEO";83
"1679";"KLM";"KL 1623";2021-12-29 10:50:00;2021-12-29 10:47:00;"Departed";"LIML";"Embraer EMB 190";-3
"1680";"KLM";"KL 757";2021-12-29 10:20:00;2021-12-29 11:00:00;"Departed";"MPTO";"Boeing 777-300ER";40
"1681";"KLM";"KL 1085";2021-12-29 11:00:00;2021-12-29 11:07:00;"Departed";"EICK";"Embraer EMB 190";7
"1682";"KLM";"KL 959";2021-12-29 11:25:00;2021-12-29 11:26:00;"Departed";"EGNT";"Boeing 737-700 (winglets)";1
"1683";"KLM";"KL 929";2021-12-29 11:05:00;2021-12-29 11:16:00;"Departed";"EGPE";"Embraer EMB 190";11
"1684";"KLM";"KL 1767";2021-12-29 11:35:00;2021-12-29 11:32:00;"Departed";"EDDF";"Embraer EMB 175";-3
"1685";"KLM";"KL 1795";2021-12-29 11:10:00;2021-12-29 11:35:00;"Departed";"EDDM";"Embraer EMB 190";25
"1686";"KLM";"KL 1281";2021-12-29 11:20:00;2021-12-29 11:33:00;"Departed";"EGPH";"Embraer EMB 190";13
"1687";"KLM";"KL 935";2021-12-29 11:00:00;2021-12-29 11:03:00;"Departed";"EIDW";"Boeing 737-900 (winglets)";3
"1688";"KLM";"KL 1345";2021-12-29 11:15:00;2021-12-29 11:22:00;"Departed";"EKBI";"Embraer EMB 190";7
