"";"airline";"number";"scheduledTime";"actualTime";"status";"arrivalAirport";"aircraft";"diffMins"
"156";"Austrian";"OS 317";2021-12-17 20:00:00;2021-12-17 20:09:00;"Departed";"ESSA";"Airbus A320";9
"157";"Austrian";"OS 239";2021-12-17 19:55:00;2021-12-17 20:06:00;"Departed";"EDDB";"Airbus A320";11
"158";"Austrian";"OS 167";2021-12-17 19:45:00;2021-12-17 19:50:00;"Departed";"EDDH";"Airbus A320";5
"159";"Austrian";"OS 419";2021-12-17 19:25:00;2021-12-17 19:45:00;"Departed";"LFPG";"Airbus A320";20
"160";"Austrian";"OS 457";2021-12-17 19:15:00;2021-12-17 19:26:00;"Departed";"EGLL";"Airbus A320";11
"161";"Austrian";"OS 127";2021-12-17 19:10:00;2021-12-17 19:17:00;"Departed";"EDDF";"Airbus A320";7
"162";"Austrian";"OS 117";2021-12-17 18:50:00;2021-12-17 19:08:00;"Departed";"EDDM";"Embraer 195";18
"163";"Austrian";"OS 45";2021-12-17 18:50:00;2021-12-17 19:09:00;"Departed";"VRMM";"Boeing 777-200";19
"164";"Austrian";"OS 549";2021-12-17 16:55:00;2021-12-17 17:04:00;"Departed";"LIPE";"Embraer 195";9
"165";"Austrian";"OS 565";2021-12-17 16:50:00;2021-12-17 17:06:00;"Departed";"LSZH";"Airbus A319";16
"166";"Austrian";"OS 187";2021-12-17 16:45:00;2021-12-17 16:53:00;"Departed";"EDDS";"Embraer EMB 195";8
"167";"Austrian";"OS 505";2021-12-17 16:45:00;2021-12-17 16:56:00;"Departed";"LIRF";"Airbus A320";11
"168";"Austrian";"OS 295";2021-12-17 16:45:00;2021-12-17 17:00:00;"Departed";"EDDV";"Embraer 195";15
"169";"Austrian";"OS 305";2021-12-17 16:40:00;2021-12-17 17:04:00;"Departed";"EKCH";"Embraer 195";24
"170";"Austrian";"OS 473";2021-12-17 16:40:00;2021-12-17 16:51:00;"Departed";"LFSB";"Embraer 195";11
"171";"Austrian";"OS 195";2021-12-17 16:35:00;2021-12-17 16:49:00;"Departed";"EDDK";"Embraer 195";14
"172";"Austrian";"OS 575";2021-12-17 16:35:00;2021-12-17 16:59:00;"Departed";"LSGG";"Embraer 195";24
"173";"Austrian";"OS 125";2021-12-17 16:35:00;2021-12-17 17:10:00;"Departed";"EDDF";"Airbus A320";35
"174";"Austrian";"OS 355";2021-12-17 16:30:00;2021-12-17 16:43:00;"Departed";"EBBR";"Airbus A320";13
"175";"Austrian";"OS 455";2021-12-17 16:30:00;2021-12-17 16:45:00;"Departed";"EGLL";"Airbus A320";15
"176";"Austrian";"OS 235";2021-12-17 16:25:00;2021-12-17 16:40:00;"Delayed";"EDDB";"Airbus A320";15
"177";"Austrian";"OS 393";2021-12-17 16:25:00;2021-12-17 16:25:00;"Departed";"LEBL";"Embraer EMB 195";0
"178";"Austrian";"OS 235";2021-12-17 16:25:00;2021-12-17 16:58:00;"Departed";"EDDB";"Airbus A320";33
"179";"Austrian";"OS 155";2021-12-17 16:25:00;2021-12-17 17:14:00;"Departed";"EDDL";"Airbus A320";49
"180";"Austrian";"OS 375";2021-12-17 16:20:00;2021-12-17 16:22:00;"Departed";"EHAM";"Airbus A320-100/200";2
"181";"Austrian";"OS 417";2021-12-17 16:20:00;2021-12-17 16:29:00;"Departed";"LFPG";"Airbus A320-100/200";9
"182";"Austrian";"OS 131";2021-12-17 14:10:00;2021-12-17 14:15:00;"Departed";"EDDF";"Airbus A320";5
"183";"Austrian";"OS 231";2021-12-17 14:00:00;2021-12-17 14:03:00;"Departed";"EDDB";"Airbus A320";3
"184";"Austrian";"OS 863";2021-12-17 12:45:00;2021-12-17 13:05:00;"Departed";"HECA";"Airbus A320";20
"185";"Austrian";"OS 871";2021-12-17 12:15:00;2021-12-17 12:52:00;"Departed";"OIIE";"Airbus A321";37
"186";"Austrian";"OS 939";2021-12-17 12:15:00;2021-12-17 13:35:00;"Delayed";"LOWK";"Embraer 195";80
"187";"Austrian";"OS 757";2021-12-17 12:15:00;2021-12-17 12:30:00;"Departed";"LQSA";"Embraer EMB 195";15
"188";"Austrian";"OS 963";2021-12-17 12:10:00;2021-12-17 12:17:00;"Departed";"LOWG";"Embraer 195";7
"189";"Austrian";"OS 861";2021-12-17 12:10:00;2021-12-17 12:21:00;"Departed";"LLBG";"Airbus A320-100/200";11
"190";"Austrian";"OS 415";2021-12-17 12:10:00;2021-12-17 12:22:00;"Departed";"LFPG";"Airbus A321-100/200";12
"191";"Austrian";"OS 773";2021-12-17 12:10:00;2021-12-17 12:25:00;"Departed";"LYBE";"Embraer EMB 195";15
"192";"Austrian";"OS 229";2021-12-17 12:05:00;2021-12-17 12:15:00;"Departed";"EDDB";"Airbus A320";10
"193";"Austrian";"OS 183";2021-12-17 12:05:00;2021-12-17 12:16:00;"Departed";"EDDS";"Embraer 195";11
"194";"Austrian";"OS 381";2021-12-17 12:05:00;2021-12-17 12:28:00;"Departed";"UKLL";"Embraer EMB 195";23
"195";"Austrian";"OS 569";2021-12-17 12:00:00;2021-12-17 12:14:00;"Departed";"LSZH";"Airbus A320";14
"196";"Austrian";"OS 905";2021-12-17 11:55:00;2021-12-17 12:10:00;"Departed";"LOWI";"Embraer 195";15
"197";"Austrian";"OS 727";2021-12-17 11:55:00;2021-12-17 12:12:00;"Departed";"LYPG";"Airbus A320";17
"198";"Austrian";"OS 797";2021-12-17 11:50:00;2021-12-17 12:24:00;"Departed";"LBSF";"Airbus A320-100/200";34
"199";"Austrian";"OS 655";2021-12-17 11:45:00;2021-12-17 12:03:00;"Departed";"LUKK";"Embraer 195";18
"200";"Austrian";"OS 173";2021-12-17 11:40:00;2021-12-17 11:48:00;"Departed";"EDDH";"Airbus A320";8
"201";"Austrian";"OS 153";2021-12-17 11:40:00;2021-12-17 11:51:00;"Departed";"EDDL";"Airbus A320";11
"202";"Austrian";"OS 809";2021-12-17 11:35:00;2021-12-17 11:45:00;"Departed";"LGTS";"Airbus A320";10
"203";"Austrian";"OS 791";2021-12-17 11:35:00;2021-12-17 12:00:00;"Departed";"LROP";"Airbus A320";25
"204";"Austrian";"OS 777";2021-12-17 11:35:00;2021-12-17 11:55:00;"Departed";"BKPR";"Embraer 195";20
"205";"Austrian";"OS 831";2021-12-17 11:35:00;2021-12-17 12:07:00;"Departed";"LCLK";"Airbus A320";32
"206";"Austrian";"OS 763";2021-12-17 11:25:00;2021-12-17 11:56:00;"Departed";"LBWN";"Airbus A320";31
"207";"Austrian";"OS 661";2021-12-17 11:05:00;2021-12-17 11:26:00;"Departed";"UKBB";"Embraer EMB 195";21
"208";"Austrian";"OS 461";2021-12-17 10:35:00;2021-12-17 10:46:00;"Departed";"EGLL";"Airbus A321";11
"209";"Austrian";"OS 801";2021-12-17 10:00:00;2021-12-17 10:00:00;"Departed";"LGAV";"Airbus A320-200";0
"210";"Austrian";"OS 853";2021-12-17 09:30:00;2021-12-17 09:48:00;"Departed";"OJAI";"Embraer 195";18
"211";"Austrian";"OS 89";2021-12-17 09:25:00;2021-12-17 09:42:00;"Departed";"KEWR";"Boeing 767-300 (winglets)";17
"212";"Austrian";"OS 335";2021-12-17 09:20:00;2021-12-17 09:26:00;"Departed";"ENGM";"Airbus A321";6
"213";"Austrian";"OS 463";2021-12-17 09:20:00;2021-12-17 09:29:00;"Departed";"EGCC";"Airbus A320";9
"214";"Austrian";"OS 129";2021-12-17 09:10:00;2021-12-17 09:24:00;"Departed";"EDDF";"Airbus A320";14
"215";"Austrian";"OS 705";2021-12-17 08:20:00;2021-12-17 08:28:00;"Departed";"LKPR";"Embraer EMB 195";8
"216";"Austrian";"OS 521";2021-12-17 08:00:00;2021-12-17 08:07:00;"Departed";"LIPZ";"Embraer 195";7
"217";"Austrian";"OS 625";2021-12-17 07:20:00;2021-12-17 07:19:00;"Departed";"EPWA";"Embraer EMB 195";-1
