airline;number;scheduledTime;actualTime;status;arrivalAirport;aircraft
Lufthansa;LH 970;1635664800.0;1635664800.0;Departed;EGGD;Embraer EMB 190
Lufthansa;LH 1470;1635665100.0;1635665100.0;Departed;LRTR;Canadair CRJ 900NG
Lufthansa;LH 1498;1635665100.0;1635665100.0;Departed;LPFR;Airbus A320-100/200
Lufthansa;LH 5770;1635663000.0;1635665100.0;Departed;LSZH;Bombardier CS100
Lufthansa;LH 5762;1635663900.0;1635665100.0;Departed;LSGG;Bombardier CS300
Lufthansa;LH 1504;1635665400.0;1635665400.0;Departed;GCFV;Airbus A321
Lufthansa;LH 206;1635664200.0;1635665400.0;Departed;EDDC;Canadair CRJ 900NG
Lufthansa;LH 1490;1635665700.0;1635665700.0;Departed;UKBB;Airbus A320 NEO
Lufthansa;LH 810;1635665700.0;1635665700.0;Departed;ESGG;Airbus A320
Lufthansa;LH 128;1635666000.0;1635666000.0;Departed;EDDS;Airbus A319
Lufthansa;LH 1166;1635664200.0;1635666300.0;Departed;LPPT;Airbus A321
Lufthansa;LH 1278;1635666300.0;1635666300.0;Departed;LGAV;Airbus A321-100/200
Lufthansa;LH 306;1635666300.0;1635666300.0;Departed;LICC;Airbus A321-100/200
Lufthansa;LH 848;1635666300.0;1635666300.0;Departed;EFHK;Airbus A320
Lufthansa;LH 6676;1635666300.0;1635666300.0;Departed;CYYZ;Boeing 777-300ER
Lufthansa;LH 978;1635666600.0;1635666600.0;Departed;EIDW;Airbus A320 NEO
Lufthansa;LH 6000;1635665400.0;1635666900.0;Departed;LDZA;De Havilland Canada DHC-8-400 Dash 8Q
Lufthansa;LH 392;1635667200.0;1635667200.0;Departed;ELLX;Canadair CRJ 900NG
Lufthansa;LH 440;1635667200.0;1635667200.0;Departed;KIAH;Airbus A330-300
Lufthansa;LH 1176;1635666600.0;1635667500.0;Departed;LPPR;Airbus A321-100/200
Lufthansa;LH 1444;1635667500.0;1635667500.0;Departed;UUDD;Airbus A320
Lufthansa;LH 1142;1635668400.0;1635668400.0;Departed;LEBB;Airbus A320 NEO
Lufthansa;LH 1426;1635668700.0;1635668700.0;Departed;LBSF;Airbus A321-100/200
Lufthansa;LH 6226;1637316900.0;1637316900.0;Departed;ESSA;Canadair CRJ 900NG
Lufthansa;LH 104;1637316900.0;1637316900.0;Departed;EDDM;Airbus A321
Lufthansa;LH 954;1637316000.0;1637317200.0;Departed;EGBB;Embraer EMB 195
Lufthansa;LH 992;1637317200.0;1637317200.0;Departed;EHAM;Airbus A320-200 (Sharklets)
Lufthansa;LH 1356;1637317200.0;1637317200.0;Departed;EPKT;Canadair CRJ 900NG
Lufthansa;LH 1390;1637318700.0;1637318700.0;Departed;EPPO;Canadair CRJ 900NG
Lufthansa;LH 1348;1637317200.0;1637317200.0;Departed;EPWA;Airbus A320-100/200
Lufthansa;LH 1372;1637317800.0;1637317800.0;Departed;EPWR;Canadair CRJ 900
Lufthansa;LH 1126;1637309400.0;1637319600.0;Delayed;LEBL;Airbus A321-100/200
Lufthansa;LH 1096;1637315700.0;1637317800.0;Departed;LFBO;Airbus A320-100/200
Lufthansa;LH 1034;1637317200.0;1637317200.0;Departed;LFPG;Airbus A320-200 (Sharklets)
Lufthansa;LH 1204;1637318400.0;1637318400.0;Departed;LFSB;Canadair CRJ 900NG
Lufthansa;LH 252;1637318100.0;1637318100.0;Departed;LIMC;Airbus A319
Lufthansa;LH 260;1637316000.0;1637316900.0;Departed;LIMJ;Canadair CRJ 900NG
Lufthansa;LH 1262;1637317200.0;1637317200.0;Departed;LOWG;Embraer EMB 190
Lufthansa;LH 6348;1637319000.0;1637319000.0;Departed;LOWW;Airbus A320-100/200
Lufthansa;LH 636;1637316000.0;1637316900.0;Departed;OERK;Airbus A330-300
Lufthansa;LH 756;1637316600.0;1637317800.0;Departed;VABB;Airbus A340-300
Lufthansa;LH 1144;1642078800.0;1642078800.0;Departed;LEBB;Airbus A320 NEO
Lufthansa;LH 5716;1636912200.0;1636912200.0;Departed;EPWA;Embraer EMB 195
Lufthansa;LH 112;1636910100.0;1636910100.0;Departed;EDDM;Airbus A321-100/200
Lufthansa;LH 1428;1636910100.0;1636910100.0;Departed;LBSF;Airbus A320
Lufthansa;LH 104;1639304100.0;1639304100.0;Departed;EDDM;Airbus A320-200 (Sharklets)
Lufthansa;LH 636;1639303200.0;1639304100.0;Departed;OERK;Airbus A330-300
Lufthansa;LH 838;1639304100.0;1639304100.0;Departed;EKBI;Airbus A319
Lufthansa;LH 6226;1639304100.0;1639304100.0;Departed;ESSA;Airbus A320
Lufthansa;LH 1262;1639304400.0;1639304400.0;Departed;LOWG;Embraer EMB 190
Lufthansa;LH 1338;1639304400.0;1639304400.0;Departed;LHBP;Airbus A320-200 (Sharklets)
Lufthansa;LH 828;1639304400.0;1639304400.0;Departed;EKCH;Airbus A321-100/200
Lufthansa;LH 992;1639304400.0;1639304400.0;Departed;EHAM;Airbus A319
Lufthansa;LH 756;1639303800.0;1639304700.0;Departed;VABB;Airbus A340-300
Lufthansa;LH 1372;1639305000.0;1639305000.0;Departed;EPWR;Canadair CRJ 900NG
Lufthansa;LH 1034;1639304400.0;1639305300.0;Departed;LFPG;Airbus A320 NEO
Lufthansa;LH 1356;1639304400.0;1639305300.0;Departed;EPKT;Canadair CRJ 900NG
Lufthansa;LH 1076;1639305600.0;1639305600.0;Departed;LFLL;Airbus A321-100/200
Lufthansa;LH 16;1639306800.0;1639306800.0;Departed;EDDH;Airbus A320-200 (Sharklets)
Lufthansa;LH 5716;1639504200.0;1639504200.0;Departed;EPWA;Embraer EMB 175
Lufthansa;LH 112;1639502100.0;1639502100.0;Departed;EDDM;Airbus A320-100/200
Lufthansa;LH 1428;1639502100.0;1639502100.0;Departed;LBSF;Airbus A319
Lufthansa;LH 1178;1639655400.0;1639657500.0;Departed;LPPR;Airbus A321-100/200
Lufthansa;LH 5774;1639656300.0;1639657500.0;Departed;LSZH;E290
Lufthansa;LH 402;1639654200.0;1639657800.0;Departed;KEWR;Boeing 747-8 Intercontinental
Lufthansa;LH 9416;1639656600.0;1639656600.0;Departed;LTBJ;Boeing 737-800 (winglets)
Lufthansa;LH 1540;1639629000.0;1639629000.0;Departed;LRIA;Canadair CRJ 900NG
Lufthansa;LH 1430;1639918800.0;1639919700.0;Departed;LBSF;Airbus A320-200 (Sharklets)
Lufthansa;LH 1152;1639919400.0;1639920900.0;Departed;LEPA;Airbus A320
Lufthansa;LH 1074;1637477400.0;1637478600.0;Departed;LFLL;Airbus A320-100/200
Lufthansa;LH 1166;1637478600.0;1637478600.0;Departed;LPPT;Airbus A320-100/200
Lufthansa;LH 206;1637478600.0;1637478600.0;Departed;EDDC;Canadair CRJ 900
Lufthansa;LH 62;1637478600.0;1637478600.0;Departed;EDDG;Canadair CRJ 900NG
Lufthansa;LH 98;1637478900.0;1637478900.0;Departed;EDDM;Airbus A320-100/200
Lufthansa;LH 1202;1637479200.0;1637479200.0;Departed;LFSB;Canadair CRJ 900NG
Lufthansa;LH 74;1637479200.0;1637479200.0;Departed;EDDL;Airbus A320-100/200
Lufthansa;LH 970;1637479200.0;1637479200.0;Departed;EGGD;Embraer EMB 190
Lufthansa;LH 1470;1637479500.0;1637479500.0;Departed;LRTR;Embraer EMB 190
Lufthansa;LH 940;1637479500.0;1637479500.0;Departed;EGCC;Airbus A321
Lufthansa;LH 1504;1637479800.0;1637479800.0;Departed;GCFV;Airbus A321
Lufthansa;LH 1490;1637480100.0;1637480100.0;Departed;UKBB;Airbus A320 NEO
Lufthansa;LH 1054;1637479200.0;1637480100.0;Departed;LFRS;Canadair CRJ 900NG
Lufthansa;LH 128;1637480400.0;1637480400.0;Departed;EDDS;Airbus A319
Lufthansa;LH 970;1637306400.0;1637306400.0;Departed;EGGD;Embraer EMB 190
Lufthansa;LH 1322;1637307300.0;1637307300.0;Departed;DTTA;Airbus A320-200 (Sharklets)
Lufthansa;LH 206;1637305800.0;1637305800.0;Departed;EDDC;Canadair CRJ 900
Lufthansa;LH 62;1637305800.0;1637305800.0;Departed;EDDG;Canadair CRJ 900NG
Lufthansa;LH 74;1637306400.0;1637306400.0;Departed;EDDL;Airbus A321-100/200
Lufthansa;LH 98;1637306100.0;1637306100.0;Departed;EDDM;Airbus A320-200 (Sharklets)
Lufthansa;LH 940;1637306700.0;1637306700.0;Departed;EGCC;Airbus A320
Lufthansa;LH 810;1637307300.0;1637307300.0;Departed;ESGG;Airbus A320-200 (Sharklets)
Lufthansa;LH 1526;1637306100.0;1637306100.0;Departed;LEST;Airbus A320
Lufthansa;LH 1202;1637306400.0;1637306400.0;Departed;LFSB;Canadair CRJ 900NG
Lufthansa;LH 1546;1637304900.0;1637305800.0;Departed;LQSA;Airbus A319
Lufthansa;LH 1470;1637306700.0;1637306700.0;Departed;LRTR;Embraer EMB 190
Lufthansa;LH 1186;1637307900.0;1637307900.0;Departed;LSZH;Embraer EMB 195
Lufthansa;LH 1490;1637307300.0;1637307300.0;Departed;UKBB;Airbus A321-100/200
Lufthansa;LH 5324;1639835100.0;1639836900.0;Departed;BKPR;Airbus A319
Lufthansa;LH 238;1639836300.0;1639837200.0;Departed;LIRF;Airbus A320-200 (Sharklets)
Lufthansa;LH 374;1639839000.0;1639839000.0;Departed;EDNY;Canadair CRJ 900
Lufthansa;LH 858;1639836600.0;1639836600.0;Departed;ENGM;Airbus A320
Lufthansa;LH 1350;1639838400.0;1639838400.0;Departed;EPWA;Airbus A320-100/200
Lufthansa;LH 804;1639836300.0;1639837200.0;Departed;ESSA;Airbus A320
Lufthansa;LH 1098;1639838100.0;1639838100.0;Departed;LFBO;Airbus A320-200 (Sharklets)
Lufthansa;LH 1088;1639838400.0;1639838400.0;Departed;LFML;Airbus A320-100/200
Lufthansa;LH 1198;1639837800.0;1639838700.0;Departed;LSZH;Embraer EMB 190
Lufthansa;LH 5912;1636802100.0;1636802100.0;Departed;LGIR;Airbus A320
Lufthansa;LH 6792;1636803000.0;1636803000.0;Departed;CYYC;Boeing 787-9 Dreamliner
Lufthansa;LH 1012;1636802700.0;1636802700.0;Departed;EBBR;Embraer EMB 190
Lufthansa;LH 186;1636803900.0;1636803900.0;Departed;EDDB;Airbus A320
Lufthansa;LH 16;1636801200.0;1636802100.0;Departed;EDDH;Airbus A321-100/200
Lufthansa;LH 84;1636801200.0;1636803000.0;Departed;EDDL;Embraer EMB 195
Lufthansa;LH 106;1636802100.0;1636802100.0;Departed;EDDM;Airbus A321-100/200
Lufthansa;LH 52;1636802400.0;1636802400.0;Departed;EDDV;Airbus A320-200 (Sharklets)
Lufthansa;LH 882;1636804200.0;1636804200.0;Departed;EETN;Airbus A320-200 (Sharklets)
Lufthansa;LH 850;1636803000.0;1636803000.0;Departed;EFHK;Airbus A320
Lufthansa;LH 806;1636802700.0;1636802700.0;Departed;ESSA;Airbus A320-100/200
Lufthansa;LH 464;1636801200.0;1636802100.0;Departed;KMCO;Airbus A340-300
Lufthansa;LH 1128;1636802400.0;1636802400.0;Departed;LEBL;Airbus A321-100/200
Lufthansa;LH 1114;1636801200.0;1636803000.0;Departed;LEMD;Airbus A321-100/200
Lufthansa;LH 1158;1636802100.0;1636802100.0;Departed;LEPA;Airbus A320-200 (Sharklets)
Lufthansa;LH 328;1636800600.0;1636801800.0;Departed;LIPZ;Airbus A320-100/200
Lufthansa;LH 1104;1636800900.0;1636801800.0;Departed;LOWS;Embraer EMB 190
Lufthansa;LH 5764;1636801800.0;1636801800.0;Departed;LSGG;Bombardier CS300
Lufthansa;LH 1298;1636801200.0;1636802700.0;Departed;LTFM;Airbus A321
Lufthansa;LH 518;1636803000.0;1636803000.0;Departed;MROC;Airbus A340-300
Lufthansa;LH 1436;1636802700.0;1636802700.0;Departed;ULLI;Airbus A319
Lufthansa;LH 1492;1637161800.0;1637161800.0;Departed;UKBB;Airbus A321-100/200
Lufthansa;LH 288;1637161800.0;1637161800.0;Departed;LIPE;Airbus A321
Lufthansa;LH 114;1637162100.0;1637162100.0;Departed;EDDM;Airbus A320
Lufthansa;LH 54;1637162400.0;1637162400.0;Departed;EDDV;Canadair CRJ 900
Lufthansa;LH 66;1637163000.0;1637163000.0;Departed;EDDG;Canadair CRJ 900
Lufthansa;LH 1046;1637163000.0;1637163900.0;Departed;LFPG;Canadair CRJ 900NG
Lufthansa;LH 6346;1637164200.0;1637164200.0;Departed;LOWW;Airbus A320-100/200
Lufthansa;LH 5716;1639936200.0;1639936200.0;Departed;EPWA;Embraer EMB 195
Lufthansa;LH 1428;1639934100.0;1639934100.0;Departed;LBSF;Airbus A320 NEO
Lufthansa;LH 94;1637817300.0;1637817300.0;Departed;EDDM;Airbus A320-200 (Sharklets)
Lufthansa;LH 1004;1637817900.0;1637817900.0;Departed;EBBR;Airbus A320-100/200
Lufthansa;LH 230;1637817900.0;1637817900.0;Departed;LIRF;Airbus A319
Lufthansa;LH 1184;1637818200.0;1637818200.0;Departed;LSZH;Airbus A319
Lufthansa;LH 248;1637818200.0;1637818200.0;Departed;LIMC;Embraer EMB 190
Lufthansa;LH 174;1637819100.0;1637819100.0;Departed;EDDB;Airbus A320-200 (Sharklets)
Lufthansa;LH 116;1637597700.0;1637597700.0;Departed;EDDM;Airbus A319
Lufthansa;LH 5914;1637597700.0;1637597700.0;Departed;LGAV;Airbus A321-100/200
Lufthansa;LH 1018;1637598300.0;1637598300.0;Departed;EBBR;Canadair CRJ 900NG
Lufthansa;LH 190;1637599500.0;1637599500.0;Departed;EDDB;Airbus A320-100/200
Lufthansa;LH 576;1637179800.0;1637179800.0;Departed;FACT;Airbus A340-300
Lufthansa;LH 6954;1635041100.0;1635041100.0;Departed;LPPT;Airbus A320-100/200
Lufthansa;LH 1506;1635042900.0;1635042900.0;Departed;LEPA;Airbus A320 NEO
Lufthansa;LH 1232;1635043800.0;1635043800.0;Departed;LOWW;Embraer EMB 190
Lufthansa;LH 170;1635043500.0;1635044400.0;Departed;EDDB;Airbus A321-100/200
Lufthansa;LH 306;1635044700.0;1635044700.0;Departed;LICC;Airbus A321 NEO
Lufthansa;LH 6;1635045300.0;1635045300.0;Departed;EDDH;Airbus A320-200 (Sharklets)
Lufthansa;LH 94;1635045300.0;1635045300.0;Departed;EDDM;Canadair CRJ 900NG
Lufthansa;LH 1004;1635045600.0;1635045600.0;Departed;EBBR;Airbus A319
Lufthansa;LH 1540;1635042600.0;1635042600.0;Departed;LRIA;Canadair CRJ 900NG
Lufthansa;LH 1094;1635046200.0;1635046200.0;Departed;LFBO;Airbus A320-200 (Sharklets)
Lufthansa;LH 1180;1638037200.0;1638037200.0;Departed;LPPR;Airbus A320 NEO
Lufthansa;LH 920;1638036000.0;1638037200.0;Departed;EGLL;Airbus A320 NEO
Lufthansa;LH 1422;1638037800.0;1638037800.0;Departed;LROP;Airbus A320-200 (Sharklets)
Lufthansa;LH 258;1638037800.0;1638037800.0;Departed;LIMC;Airbus A320-200 (Sharklets)
Lufthansa;LH 6224;1638037800.0;1638037800.0;Departed;EKCH;Canadair CRJ 900NG
Lufthansa;LH 884;1638038100.0;1638038100.0;Departed;EETN;Airbus A320
